pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,pull_price,item_nsu_hetero_type,corrected_weight,p_real,gpp,n_pairs,n_price,n_mun,gpp_loo,w_pred,ratio
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MURCIA,bilog,13,province_median,60,13,4.615384615384615,37,8,15,5,65,1.083333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MURCIA,putos,57.5,municipality_median,250,57.5,4.347826086956522,53,15,17,4.878048780487805,280.4878048780488,1.121951219512195
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MURCIA,putos,57.5,municipality_median,450,57.5,7.826086956521739,53,15,17,4.878048780487805,280.4878048780488,.6233062330623307
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MURCIA,putos,57.5,municipality_median,250,57.5,4.347826086956522,53,15,17,4.878048780487805,280.4878048780488,1.121951219512195
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MURCIA,putos,57.5,municipality_median,250,57.5,4.347826086956522,53,15,17,4.878048780487805,280.4878048780488,1.121951219512195
cabbage,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,30,municipality_median,245,30,8.166666666666666,31,8,8,12.20848124021369,366.2544372064107,1.494916070230248
cabbage,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,30,municipality_median,445,30,14.83333333333333,31,8,8,12.20848124021369,366.2544372064107,.8230436791155298
cabbage,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,30,municipality_median,495,30,16.5,31,8,8,12.20848124021369,366.2544372064107,.7399079539523449
chicken,NEGROS OCCIDENTAL,PONTEVEDRA,bilog,150,mp25_price,740,150,4.933333333333334,45,16,11,4.836929349110732,725.5394023666098,.9804586518467701
chicken,NEGROS OCCIDENTAL,PONTEVEDRA,bilog,250,mp50_price,1240,250,4.96,45,16,11,4.836929349110732,1209.232337277683,.9751873687723249
chicken,NEGROS OCCIDENTAL,PONTEVEDRA,bilog,150,mp25_price,745,150,4.966666666666667,45,16,11,4.836929349110732,725.5394023666098,.9738783924384025
chicken,NEGROS OCCIDENTAL,PONTEVEDRA,bilog,250,mp50_price,1225,250,4.9,45,16,11,4.836929349110732,1209.232337277683,.9871284385940269
chicken,NEGROS OCCIDENTAL,PONTEVEDRA,bilog,150,mp25_price,745,150,4.966666666666667,45,16,11,4.836929349110732,725.5394023666098,.9738783924384025
chicken,NEGROS OCCIDENTAL,PONTEVEDRA,bilog,250,mp50_price,1285,250,5.14,45,16,11,4.836929349110732,1209.232337277683,.9410368383483915
fresh fish,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,47.5,mp25_price,165,47.5,3.473684210526316,12,5,4,4.672864135223216,221.9610464231028,1.34521846317032
fresh fish,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,80,mp50_price,320,80,4,12,5,4,4.672864135223216,373.8291308178573,1.168216033805804
fresh fish,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,47.5,mp25_price,240,47.5,5.052631578947368,12,5,4,4.672864135223216,221.9610464231028,.9248376934295949
fresh fish,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,80,mp50_price,410,80,5.125,12,5,4,4.672864135223216,373.8291308178573,.9117783678484324
fresh fish,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,47.5,mp25_price,205,47.5,4.315789473684211,12,5,4,4.672864135223216,221.9610464231028,1.082736811820014
fresh fish,NEGROS OCCIDENTAL,PONTEVEDRA,pieces or units,80,mp50_price,985,80,12.3125,12,5,4,4.672864135223216,373.8291308178573,.3795219602211749
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,PONTEVEDRA,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,4.761904761904762,750,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,PONTEVEDRA,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,4.761904761904762,750,1
cabbage,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,40,municipality_median,495,40,12.375,31,8,8,12.20848124021369,488.3392496085477,.9865439386031266
cabbage,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,40,municipality_median,450,40,11.25,31,8,8,12.20848124021369,488.3392496085477,1.085198332463439
cabbage,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,40,municipality_median,415,40,10.375,31,8,8,12.20848124021369,488.3392496085477,1.176721083394091
cabbage,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,40,municipality_median,505,40,12.625,31,8,8,12.20848124021369,488.3392496085477,.9670084150664311
camote,NEGROS OCCIDENTAL,PULUPANDAN,bilog,6.666666507720947,province_median,100,6.666666507720947,15.00000035762788,29,4,9,16.62500020563603,110.8333320617676,1.108333320617676
camote,NEGROS OCCIDENTAL,PULUPANDAN,bilog,6.666666507720947,province_median,100,6.666666507720947,15.00000035762788,29,4,9,16.62500020563603,110.8333320617676,1.108333320617676
camote,NEGROS OCCIDENTAL,PULUPANDAN,bilog,6.666666507720947,province_median,90,6.666666507720947,13.50000032186509,29,4,9,16.62500020563603,110.8333320617676,1.231481467352973
carrot,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,16.66666603088379,municipality_median,205,16.66666603088379,12.30000046920778,61,10,16,8.571428571428571,142.8571374075753,.6968640849150016
carrot,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,16.66666603088379,municipality_median,95,16.66666603088379,5.700000217437752,61,10,16,8.571428571428571,142.8571374075753,1.503759341132372
carrot,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,16.66666603088379,municipality_median,135,16.66666603088379,8.10000030899049,61,10,16,8.571428571428571,142.8571374075753,1.058201017833891
carrot,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,16.66666603088379,municipality_median,140,16.66666603088379,8.400000320434582,61,10,16,8.571428571428571,142.8571374075753,1.020408124339824
chicken,NEGROS OCCIDENTAL,PULUPANDAN,bilog,250,province_median,1115,250,4.46,45,16,11,4.909090909090909,1227.272727272727,1.10069302894415
chicken,NEGROS OCCIDENTAL,PULUPANDAN,bilog,250,province_median,1120,250,4.48,45,16,11,4.909090909090909,1227.272727272727,1.095779220779221
fresh fish,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,100,province_median,535,100,5.35,12,5,4,4.430758872065321,443.0758872065321,.8281792284234245
fresh fish,NEGROS OCCIDENTAL,PULUPANDAN,pieces or units,100,province_median,480,100,4.8,12,5,4,4.430758872065321,443.0758872065321,.9230747650136085
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,PULUPANDAN,lipid/lapad,65,municipality_median,375,65,5.769230769230769,57,8,17,4.6875,304.6875,.8125
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,PULUPANDAN,lipid/lapad,65,municipality_median,375,65,5.769230769230769,57,8,17,4.6875,304.6875,.8125
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,PULUPANDAN,lipid/lapad,65,municipality_median,375,65,5.769230769230769,57,8,17,4.6875,304.6875,.8125
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,PULUPANDAN,long-neck,120,unique_mun_price6,750,120,6.25,50,8,13,4.761904761904762,571.4285714285714,.761904761904762
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,PULUPANDAN,long-neck,120,unique_mun_price6,750,120,6.25,50,8,13,4.761904761904762,571.4285714285714,.761904761904762
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,PULUPANDAN,long-neck,120,unique_mun_price6,750,120,6.25,50,8,13,4.761904761904762,571.4285714285714,.761904761904762
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,PULUPANDAN,tumpok,80,province_median,200,80,2.5,24,7,8,2.611111111111111,208.8888888888889,1.044444444444445
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,PULUPANDAN,bilog,15,municipality_median,250,15,16.66666666666667,37,8,15,4.642857142857143,69.64285714285715,.2785714285714286
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,PULUPANDAN,bilog,15,municipality_median,250,15,16.66666666666667,37,8,15,4.642857142857143,69.64285714285715,.2785714285714286
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,PULUPANDAN,bilog,15,municipality_median,450,15,30,37,8,15,4.642857142857143,69.64285714285715,.1547619047619048
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,PULUPANDAN,putos,62.5,municipality_median,150,62.5,2.4,53,15,17,4.975609756097561,310.9756097560976,2.073170731707317
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,PULUPANDAN,putos,62.5,municipality_median,250,62.5,4,53,15,17,4.975609756097561,310.9756097560976,1.24390243902439
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,PULUPANDAN,putos,62.5,municipality_median,250,62.5,4,53,15,17,4.975609756097561,310.9756097560976,1.24390243902439
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,PULUPANDAN,putos,62.5,municipality_median,180,62.5,2.88,53,15,17,4.975609756097561,310.9756097560976,1.727642276422764
carrot,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,pieces or units,14.16666698455811,municipality_median,80,14.81178848497907,5.401103322608853,61,10,16,,,
carrot,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,pieces or units,14.16666698455811,municipality_median,150,14.81178848497907,10.1270687298916,61,10,16,,,
carrot,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,pieces or units,14.16666698455811,municipality_median,80,14.81178848497907,5.401103322608853,61,10,16,,,
carrot,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,pieces or units,14.16666698455811,municipality_median,80,14.81178848497907,5.401103322608853,61,10,16,,,
chicken,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,bilog,150,mp25_price,950,150.5087106831202,6.311927035240654,45,16,11,,,
chicken,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,bilog,250,mp50_price,985,250.8478511385336,3.926683029291817,45,16,11,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,SALVADOR BENEDICTO,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,SALVADOR BENEDICTO,long-neck,130,unique_mun_price6,750,128.5214663639958,5.835601018400039,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,SALVADOR BENEDICTO,long-neck,130,unique_mun_price6,750,128.5214663639958,5.835601018400039,50,8,13,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,SALVADOR BENEDICTO,bilog,13,province_median,250,12.96229208930785,19.28671243307474,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,SALVADOR BENEDICTO,bilog,13,province_median,250,12.96229208930785,19.28671243307474,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,SALVADOR BENEDICTO,putos,55,municipality_median,200,54.84046653168705,3.646941987345041,53,15,17,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,SALVADOR BENEDICTO,putos,55,municipality_median,230,54.84046653168705,4.193983285446798,53,15,17,,,
camote,NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,10,municipality_median,130,10,13,29,4,9,,,
camote,NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,10,municipality_median,210,10,21,29,4,9,,,
camote,NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,10,municipality_median,245,10,24.5,29,4,9,,,
camote,NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,10,municipality_median,160,10,16,29,4,9,,,
camote,NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,10,municipality_median,225,10,22.5,29,4,9,,,
camote,NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,10,municipality_median,130,10,13,29,4,9,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,SAN ENRIQUE,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,SAN ENRIQUE,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,SAN ENRIQUE,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,SAN ENRIQUE,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,SAN ENRIQUE,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,SAN ENRIQUE,tumpok,40,municipality_median,110,40,2.75,24,7,8,,,
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,SAN ENRIQUE,tumpok,40,municipality_median,120,40,3,24,7,8,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,14,municipality_median,65,14,4.642857142857143,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,14,municipality_median,60,14,4.285714285714286,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,14,municipality_median,65,14,4.642857142857143,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,SAN ENRIQUE,bilog,14,municipality_median,60,14,4.285714285714286,37,8,15,,,
carrot,NEGROS OCCIDENTAL,TOBOSO,pieces or units,13.33333301544189,municipality_median,80,13.94050616420795,5.73867254586486,61,10,16,8.589718592497469,119.7450249875226,1.496812812344032
carrot,NEGROS OCCIDENTAL,TOBOSO,pieces or units,13.33333301544189,municipality_median,105,13.94050616420795,7.532007716447629,61,10,16,8.589718592497469,119.7450249875226,1.140428809404977
carrot,NEGROS OCCIDENTAL,TOBOSO,pieces or units,13.33333301544189,municipality_median,115,13.94050616420795,8.249341784680736,61,10,16,8.589718592497469,119.7450249875226,1.041261086848023
chicken,NEGROS OCCIDENTAL,TOBOSO,bilog,200,mp50_price,805,200.6782809108269,4.011395734238468,45,16,11,4.907407407407407,984.8100822475765,1.223366561798232
chicken,NEGROS OCCIDENTAL,TOBOSO,bilog,250,mp75_price,1215,250.8478511385336,4.843573482832038,45,16,11,4.907407407407407,1231.012602809471,1.013179096962527
chicken,NEGROS OCCIDENTAL,TOBOSO,bilog,200,mp50_price,1000,200.6782809108269,4.983100290979463,45,16,11,4.907407407407407,984.8100822475765,.9848100822475765
chicken,NEGROS OCCIDENTAL,TOBOSO,bilog,250,mp75_price,1265,250.8478511385336,5.042897494471217,45,16,11,4.907407407407407,1231.012602809471,.9731324923395024
chicken,NEGROS OCCIDENTAL,TOBOSO,whole (chicken),220,unique_mun_price6,805,220.7461090019096,3.646723394762243,34,13,9,4.775998982982188,1054.283192090395,1.309668561602976
chicken,NEGROS OCCIDENTAL,TOBOSO,whole (chicken),220,unique_mun_price6,1000,220.7461090019096,4.530091173617694,34,13,9,4.775998982982188,1054.283192090395,1.054283192090395
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,lipid/lapad,85,municipality_median,375,84.03326646876647,4.462518425835324,57,8,17,4.6875,393.9059365723429,1.050415830859581
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,lipid/lapad,85,municipality_median,375,84.03326646876647,4.462518425835324,57,8,17,4.6875,393.9059365723429,1.050415830859581
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,lipid/lapad,85,municipality_median,375,84.03326646876647,4.462518425835324,57,8,17,4.6875,393.9059365723429,1.050415830859581
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,lipid/lapad,85,municipality_median,375,84.03326646876647,4.462518425835324,57,8,17,4.6875,393.9059365723429,1.050415830859581
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,long-neck,160,municipality_median,750,158.1802662941487,4.741425827450031,50,8,13,4.761904761904762,753.2393633054697,1.00431915107396
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,long-neck,160,municipality_median,750,158.1802662941487,4.741425827450031,50,8,13,4.761904761904762,753.2393633054697,1.00431915107396
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,long-neck,160,municipality_median,750,158.1802662941487,4.741425827450031,50,8,13,4.761904761904762,753.2393633054697,1.00431915107396
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,long-neck,160,municipality_median,750,158.1802662941487,4.741425827450031,50,8,13,4.761904761904762,753.2393633054697,1.00431915107396
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,TOBOSO,long-neck,160,municipality_median,750,158.1802662941487,4.741425827450031,50,8,13,4.761904761904762,753.2393633054697,1.00431915107396
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,TOBOSO,bilog,13,province_median,60,12.96229208930785,4.628810983937937,37,8,15,5,64.81146044653924,1.080191007442321
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,TOBOSO,putos,45,municipality_median,250,44.86947261683486,5.57171692511048,53,15,17,4.75,213.1299949299656,.8525199797198623
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,TOBOSO,putos,45,municipality_median,250,44.86947261683486,5.57171692511048,53,15,17,4.75,213.1299949299656,.8525199797198623
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,TOBOSO,putos,45,municipality_median,250,44.86947261683486,5.57171692511048,53,15,17,4.75,213.1299949299656,.8525199797198623
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,TOBOSO,putos,45,municipality_median,250,44.86947261683486,5.57171692511048,53,15,17,4.75,213.1299949299656,.8525199797198623
cabbage,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,25,municipality_median,350,25,14,31,8,8,11.92456307183663,298.1140767959158,.8517545051311879
cabbage,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,25,municipality_median,325,25,13,31,8,8,11.92456307183663,298.1140767959158,.9172740824489716
cabbage,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,25,municipality_median,315,25,12.6,31,8,8,11.92456307183663,298.1140767959158,.9463938945902087
cabbage,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,60,province_median,920,60,15.33333333333333,31,8,8,11.92456307183663,715.4737843101977,.7776888959893453
cabbage,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,60,province_median,780,60,13,31,8,8,11.92456307183663,715.4737843101977,.9172740824489715
cabbage,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,60,province_median,500,60,8.333333333333334,31,8,8,11.92456307183663,715.4737843101977,1.430947568620395
camote,NEGROS OCCIDENTAL,VALLADOLID,bilog,6.666666507720947,province_median,95,6.666666507720947,14.25000033974648,29,4,9,16.62500020563603,110.8333320617676,1.166666653281764
camote,NEGROS OCCIDENTAL,VALLADOLID,bilog,6.666666507720947,province_median,95,6.666666507720947,14.25000033974648,29,4,9,16.62500020563603,110.8333320617676,1.166666653281764
camote,NEGROS OCCIDENTAL,VALLADOLID,bilog,6.666666507720947,province_median,95,6.666666507720947,14.25000033974648,29,4,9,16.62500020563603,110.8333320617676,1.166666653281764
carrot,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,17.5,municipality_median,185,17.5,10.57142857142857,61,10,16,8.249341784680736,144.3634812319129,.7803431417941237
carrot,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,17.5,municipality_median,150,17.5,8.571428571428571,61,10,16,8.249341784680736,144.3634812319129,.9624232082127526
carrot,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,17.5,municipality_median,135,17.5,7.714285714285714,61,10,16,8.249341784680736,144.3634812319129,1.069359120236392
carrot,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,8,province_median,65,8,8.125,61,10,16,8.249341784680736,65.99473427744589,1.015303604268398
carrot,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,8,province_median,140,8,17.5,61,10,16,8.249341784680736,65.99473427744589,.4713909591246135
carrot,NEGROS OCCIDENTAL,VALLADOLID,pieces or units,8,province_median,95,8,11.875,61,10,16,8.249341784680736,65.99473427744589,.6946814134467988
chicken,NEGROS OCCIDENTAL,VALLADOLID,bilog,45,unique_mun_price6,230,45,5.111111111111111,45,16,11,4.907407407407407,220.8333333333333,.9601449275362319
chicken,NEGROS OCCIDENTAL,VALLADOLID,bilog,45,unique_mun_price6,205,45,4.555555555555555,45,16,11,4.907407407407407,220.8333333333333,1.077235772357724
chicken,NEGROS OCCIDENTAL,VALLADOLID,whole (chicken),350,unique_mun_price6,1585,350,4.528571428571428,34,13,9,4.775998982982188,1671.599644043766,1.054636999396698
chicken,NEGROS OCCIDENTAL,VALLADOLID,whole (chicken),350,unique_mun_price6,1620,350,4.628571428571429,34,13,9,4.775998982982188,1671.599644043766,1.031851632125781
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,VALLADOLID,lipid/lapad,70,municipality_median,375,70,5.357142857142857,57,8,17,4.6875,328.125,.875
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,VALLADOLID,lipid/lapad,70,municipality_median,375,70,5.357142857142857,57,8,17,4.6875,328.125,.875
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,VALLADOLID,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,4.761904761904762,750,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,VALLADOLID,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,4.761904761904762,750,1
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,VALLADOLID,tumpok,90,municipality_median,260,90,2.888888888888889,24,7,8,2.5,225,.8653846153846154
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,VALLADOLID,tumpok,90,municipality_median,235,90,2.611111111111111,24,7,8,2.5,225,.9574468085106383
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,VALLADOLID,tumpok,90,municipality_median,245,90,2.722222222222222,24,7,8,2.5,225,.9183673469387755
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,VALLADOLID,bilog,16.5,municipality_median,160,16.5,9.696969696969697,37,8,15,4.821428571428571,79.55357142857143,.4972098214285715
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,VALLADOLID,putos,60,municipality_median,285,60,4.75,53,15,17,4.839024390243902,290.3414634146341,1.018741976893453
