pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,size_ord,w_l0,n_l0,weighing_approach,w_l1,n_l1,w_l2,n_l2,w_l3,n_l3,grams_used,n_g_used,fallback_level,unconvertible
"crackers, cookies, buiscuits, chips/curls",AKLAN,MADALAG,pieces or units,g,medium,36,4,3,31.5,8,30,96,32,505,36,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,MADALAG,putos,g,medium,315,6,2,315,6,280,93,210,482,315,6,own cell x size,0
fresh fish,AKLAN,MADALAG,pieces or units,g,small,100,4,3,437.5,12,387.5,62,390,685,100,4,own cell x size,0
fresh fish,AKLAN,MADALAG,pieces or units,g,medium,475,5,3,437.5,12,387.5,62,390,685,475,5,own cell x size,0
fresh fish,AKLAN,MADALAG,pieces or units,g,large,1105,3,3,437.5,12,387.5,62,390,685,1105,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MADALAG,pieces or units,g,small,45,1,3,45,1,75,5,60,94,75,5,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MADALAG,pieces or units,mL,small,100,2,3,100,2,110,25,100,166,110,25,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MADALAG,putos,mL,medium,54,4,2,54,4,600,20,65,148,54,4,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MADALAG,lipid/lapad,mL,medium,375,6,3,375,6,375,76,375,618,375,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MADALAG,long-neck,mL,large,750,5,3,750,5,750,104,750,478,750,5,own cell x size,0
loaf bread,AKLAN,MADALAG,large packs,g,large,640,1,3,640,1,640,43,640,411,640,43,province x item x unit,0
loaf bread,AKLAN,MADALAG,medium packs,g,medium,525,2,3,610,4,450,51,450,352,610,4,cell pooled across sizes,0
loaf bread,AKLAN,MADALAG,medium packs,g,large,660,2,3,610,4,450,51,450,352,610,4,cell pooled across sizes,0
loaf bread,AKLAN,MADALAG,small packs,g,small,220,1,3,220,1,360,33,370,259,360,33,province x item x unit,0
mango,AKLAN,MADALAG,pieces or units,g,small,172.5,2,3,217.5,4,230,77,230,539,217.5,4,cell pooled across sizes,0
mango,AKLAN,MADALAG,pieces or units,g,medium,255,1,3,217.5,4,230,77,230,539,217.5,4,cell pooled across sizes,0
mango,AKLAN,MADALAG,pieces or units,g,large,280,1,3,217.5,4,230,77,230,539,217.5,4,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,MADALAG,pieces or units,g,small,22.5,4,3,22.5,4,65,28,65,33,22.5,4,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,MADALAG,putos,g,medium,330,6,2,330,6,300,81,250,473,330,6,own cell x size,0
cabbage,AKLAN,MAKATO,pieces or units,g,small,460,4,3,787.5,12,722.5,226,655,1306,460,4,own cell x size,0
cabbage,AKLAN,MAKATO,pieces or units,g,medium,795,5,3,787.5,12,722.5,226,655,1306,795,5,own cell x size,0
cabbage,AKLAN,MAKATO,pieces or units,g,large,1260,3,3,787.5,12,722.5,226,655,1306,1260,3,own cell x size,0
camote tops,AKLAN,MAKATO,bundle,g,conventional_nsu,775,6,1,775,6,790,35,500,101,775,6,own cell x size,0
carrot,AKLAN,MAKATO,pieces or units,g,small,85,7,3,117.5,16,145,195,140,1169,85,7,own cell x size,0
carrot,AKLAN,MAKATO,pieces or units,g,medium,132.5,4,3,117.5,16,145,195,140,1169,132.5,4,own cell x size,0
carrot,AKLAN,MAKATO,pieces or units,g,large,170,5,3,117.5,16,145,195,140,1169,170,5,own cell x size,0
chicken,AKLAN,MAKATO,whole (chicken),g,large,1307.5,6,3,1307.5,6,1265,83,1120,468,1307.5,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,MAKATO,pieces or units,g,medium,30,8,2,30,8,30,96,32,505,30,8,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,MAKATO,putos,g,medium,300,9,2,300,9,280,93,210,482,300,9,own cell x size,0
fresh fish,AKLAN,MAKATO,pieces or units,g,small,360,4,3,527.5,12,387.5,62,390,685,360,4,own cell x size,0
fresh fish,AKLAN,MAKATO,pieces or units,g,medium,550,5,3,527.5,12,387.5,62,390,685,550,5,own cell x size,0
fresh fish,AKLAN,MAKATO,pieces or units,g,large,785,3,3,527.5,12,387.5,62,390,685,785,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MAKATO,pieces or units,g,small,75,3,3,75,3,75,5,60,94,75,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MAKATO,small cup,g,small,110,5,3,110,5,115,10,100,120,110,5,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MAKATO,lipid/lapad,mL,medium,375,9,3,375,9,375,76,375,618,375,9,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MAKATO,long-neck,mL,large,750,9,3,750,9,750,104,750,478,750,9,own cell x size,0
loaf bread,AKLAN,MAKATO,large packs,g,large,640,5,3,640,5,640,43,640,411,640,5,own cell x size,0
loaf bread,AKLAN,MAKATO,medium packs,g,medium,465,8,3,465,8,450,51,450,352,465,8,own cell x size,0
loaf bread,AKLAN,MAKATO,small packs,g,small,392.5,4,3,392.5,4,360,33,370,259,392.5,4,own cell x size,0
mango,AKLAN,MAKATO,pieces or units,g,small,142.5,4,3,190,12,230,77,230,539,142.5,4,own cell x size,0
mango,AKLAN,MAKATO,pieces or units,g,medium,195,5,3,190,12,230,77,230,539,195,5,own cell x size,0
mango,AKLAN,MAKATO,pieces or units,g,large,265,3,3,190,12,230,77,230,539,265,3,own cell x size,0
"prawns, lobster, shrimp",AKLAN,MAKATO,tumpok,g,medium,260,3,3,345,6,290,23,260,147,260,3,own cell x size,0
"prawns, lobster, shrimp",AKLAN,MAKATO,tumpok,g,large,505,3,3,345,6,290,23,260,147,505,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,MAKATO,pieces or units,g,medium,65,5,2,65,5,65,28,65,33,65,5,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,MAKATO,putos,g,medium,307.5,8,2,307.5,8,300,81,250,473,307.5,8,own cell x size,0
cabbage,AKLAN,MALAY,pieces or units,g,small,507.5,10,3,770,26,722.5,226,655,1306,507.5,10,own cell x size,0
cabbage,AKLAN,MALAY,pieces or units,g,medium,805,8,3,770,26,722.5,226,655,1306,805,8,own cell x size,0
cabbage,AKLAN,MALAY,pieces or units,g,large,1177.5,8,3,770,26,722.5,226,655,1306,1177.5,8,own cell x size,0
camote,AKLAN,MALAY,binilog,g,small,90,7,3,180,19,150,39,130,56,90,7,own cell x size,0
camote,AKLAN,MALAY,binilog,g,medium,182.5,6,3,180,19,150,39,130,56,182.5,6,own cell x size,0
camote,AKLAN,MALAY,binilog,g,large,305,6,3,180,19,150,39,130,56,305,6,own cell x size,0
camote tops,AKLAN,MALAY,bugkos,g,conventional_nsu,252.5,6,1,252.5,6,150,37,195,449,252.5,6,own cell x size,0
carrot,AKLAN,MALAY,pieces or units,g,small,112.5,8,3,167.5,22,145,195,140,1169,112.5,8,own cell x size,0
carrot,AKLAN,MALAY,pieces or units,g,medium,170,7,3,167.5,22,145,195,140,1169,170,7,own cell x size,0
carrot,AKLAN,MALAY,pieces or units,g,large,270,7,3,167.5,22,145,195,140,1169,270,7,own cell x size,0
chicken,AKLAN,MALAY,whole (chicken),g,small,847.5,4,3,1137.5,8,1265,83,1120,468,847.5,4,own cell x size,0
chicken,AKLAN,MALAY,whole (chicken),g,medium,1232.5,4,3,1137.5,8,1265,83,1120,468,1232.5,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,MALAY,pieces or units,g,medium,27.5,6,2,27.5,6,30,96,32,505,27.5,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,MALAY,putos,g,medium,330,7,2,330,7,280,93,210,482,330,7,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MALAY,pieces or units,mL,small,105,4,3,105,4,110,25,100,166,105,4,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MALAY,putos,mL,small,62.5,4,3,62.5,4,600,20,65,148,62.5,4,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MALAY,small cup,mL,small,100,3,3,100,3,100,12,100,185,100,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MALAY,lipid/lapad,mL,medium,375,9,3,375,9,375,76,375,618,375,9,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MALAY,long-neck,mL,large,750,9,3,750,9,750,104,750,478,750,9,own cell x size,0
loaf bread,AKLAN,MALAY,large packs,g,large,580,4,3,580,4,640,43,640,411,580,4,own cell x size,0
loaf bread,AKLAN,MALAY,medium packs,g,medium,425,4,3,425,4,450,51,450,352,425,4,own cell x size,0
loaf bread,AKLAN,MALAY,small packs,g,small,300,3,3,300,3,360,33,370,259,300,3,own cell x size,0
mango,AKLAN,MALAY,pieces or units,g,small,140,5,3,230,15,230,77,230,539,140,5,own cell x size,0
mango,AKLAN,MALAY,pieces or units,g,medium,230,6,3,230,15,230,77,230,539,230,6,own cell x size,0
mango,AKLAN,MALAY,pieces or units,g,large,295,4,3,230,15,230,77,230,539,295,4,own cell x size,0
"prawns, lobster, shrimp",AKLAN,MALAY,tumpok,g,small,210,3,3,265,5,290,23,260,147,265,5,cell pooled across sizes,0
"prawns, lobster, shrimp",AKLAN,MALAY,tumpok,g,medium,425,2,3,265,5,290,23,260,147,265,5,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,MALAY,bilog,g,medium,235,2,2,235,2,235,2,229,222,229,222,item x unit (national),0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,MALAY,putos,g,small,275,7,2,330,14,300,81,250,473,275,7,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,MALAY,putos,g,medium,360,7,2,330,14,300,81,250,473,360,7,own cell x size,0
cabbage,AKLAN,MALINAO,pieces or units,g,small,410,3,3,655,9,722.5,226,655,1306,655,9,cell pooled across sizes,0
cabbage,AKLAN,MALINAO,pieces or units,g,medium,735,4,3,655,9,722.5,226,655,1306,655,9,cell pooled across sizes,0
cabbage,AKLAN,MALINAO,pieces or units,g,large,945,2,3,655,9,722.5,226,655,1306,655,9,cell pooled across sizes,0
camote tops,AKLAN,MALINAO,2bond,g,conventional_nsu,375,4,1,375,4,375,4,375,4,375,4,own cell x size,0
camote tops,AKLAN,MALINAO,3bugkos,g,conventional_nsu,570,4,1,570,4,570,4,570,4,570,4,own cell x size,0
camote tops,AKLAN,MALINAO,bugkos,g,conventional_nsu,182.5,4,1,182.5,4,150,37,195,449,182.5,4,own cell x size,0
camote tops,AKLAN,MALINAO,bundle,g,medium,712.5,2,3,835,4,790,35,500,101,835,4,cell pooled across sizes,0
camote tops,AKLAN,MALINAO,bundle,g,large,1032.5,2,3,835,4,790,35,500,101,835,4,cell pooled across sizes,0
carrot,AKLAN,MALINAO,pieces or units,g,small,100,3,3,180,9,145,195,140,1169,180,9,cell pooled across sizes,0
carrot,AKLAN,MALINAO,pieces or units,g,medium,190,4,3,180,9,145,195,140,1169,180,9,cell pooled across sizes,0
carrot,AKLAN,MALINAO,pieces or units,g,large,260,2,3,180,9,145,195,140,1169,180,9,cell pooled across sizes,0
chicken,AKLAN,MALINAO,pieces or units,g,small,300,2,3,545,5,385,45,380,108,545,5,cell pooled across sizes,0
chicken,AKLAN,MALINAO,pieces or units,g,medium,562.5,2,3,545,5,385,45,380,108,545,5,cell pooled across sizes,0
chicken,AKLAN,MALINAO,pieces or units,g,large,1210,1,3,545,5,385,45,380,108,545,5,cell pooled across sizes,0
chicken,AKLAN,MALINAO,whole (chicken),g,large,1640,2,3,1640,2,1265,83,1120,468,1265,83,province x item x unit,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,MALINAO,pieces or units,g,medium,28,6,2,28,6,30,96,32,505,28,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,MALINAO,putos,g,medium,300,1,2,300,1,280,93,210,482,280,93,province x item x unit,0
fresh fish,AKLAN,MALINAO,pieces or units,g,small,360,2,3,505,6,387.5,62,390,685,505,6,cell pooled across sizes,0
fresh fish,AKLAN,MALINAO,pieces or units,g,medium,530,3,3,505,6,387.5,62,390,685,505,6,cell pooled across sizes,0
fresh fish,AKLAN,MALINAO,pieces or units,g,large,4850,1,3,505,6,387.5,62,390,685,505,6,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MALINAO,pieces or units,mL,small,110,3,3,110,3,110,25,100,166,110,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MALINAO,putos,mL,small,600,3,3,600,3,600,20,65,148,600,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,MALINAO,small cup,mL,small,110,4,3,110,4,100,12,100,185,110,4,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MALINAO,lipid/lapad,mL,medium,375,6,3,375,6,375,76,375,618,375,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MALINAO,long-neck,mL,small,350,5,3,750,14,750,104,750,478,350,5,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MALINAO,long-neck,mL,medium,750,5,3,750,14,750,104,750,478,750,5,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,MALINAO,long-neck,mL,large,1000,4,3,750,14,750,104,750,478,1000,4,own cell x size,0
loaf bread,AKLAN,MALINAO,large packs,g,large,620,5,3,620,5,640,43,640,411,620,5,own cell x size,0
loaf bread,AKLAN,MALINAO,medium packs,g,medium,450,6,3,450,6,450,51,450,352,450,6,own cell x size,0
loaf bread,AKLAN,MALINAO,small packs,g,small,310,2,3,310,2,360,33,370,259,360,33,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,MALINAO,putos,g,medium,200,3,2,200,3,300,81,250,473,200,3,own cell x size,0
cabbage,AKLAN,NABAS,pieces or units,g,small,595,7,3,832.5,20,722.5,226,655,1306,595,7,own cell x size,0
cabbage,AKLAN,NABAS,pieces or units,g,medium,835,7,3,832.5,20,722.5,226,655,1306,835,7,own cell x size,0
cabbage,AKLAN,NABAS,pieces or units,g,large,1062.5,6,3,832.5,20,722.5,226,655,1306,1062.5,6,own cell x size,0
camote tops,AKLAN,NABAS,bugkos,g,conventional_nsu,135,5,1,135,5,150,37,195,449,135,5,own cell x size,0
carrot,AKLAN,NABAS,pieces or units,g,small,100,9,3,150,23,145,195,140,1169,100,9,own cell x size,0
carrot,AKLAN,NABAS,pieces or units,g,medium,155,7,3,150,23,145,195,140,1169,155,7,own cell x size,0
carrot,AKLAN,NABAS,pieces or units,g,large,220,7,3,150,23,145,195,140,1169,220,7,own cell x size,0
chicken,AKLAN,NABAS,pieces or units,g,small,95,5,3,135,9,385,45,380,108,95,5,own cell x size,0
chicken,AKLAN,NABAS,pieces or units,g,medium,235,4,3,135,9,385,45,380,108,235,4,own cell x size,0
chicken,AKLAN,NABAS,whole (chicken),g,medium,935,5,3,1110,9,1265,83,1120,468,935,5,own cell x size,0
chicken,AKLAN,NABAS,whole (chicken),g,large,1240,4,3,1110,9,1265,83,1120,468,1240,4,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,NABAS,pieces or units,mL,small,110,4,3,110,4,110,25,100,166,110,4,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,NABAS,putos,mL,small,650,4,3,650,4,600,20,65,148,650,4,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,NABAS,lipid/lapad,mL,medium,375,3,3,375,3,375,76,375,618,375,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,NABAS,long-neck,mL,small,750,6,3,750,10,750,104,750,478,750,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,NABAS,long-neck,mL,medium,1000,4,3,750,10,750,104,750,478,1000,4,own cell x size,0
loaf bread,AKLAN,NABAS,large packs,g,large,700,1,3,700,1,640,43,640,411,640,43,province x item x unit,0
loaf bread,AKLAN,NABAS,medium packs,g,small,345,3,3,345,3,450,51,450,352,345,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,NABAS,pieces or units,g,medium,70,1,2,70,1,65,28,65,33,65,28,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,NABAS,putos,g,medium,237.5,2,2,237.5,2,300,81,250,473,300,81,province x item x unit,0
cabbage,AKLAN,NEW WASHINGTON,pieces or units,g,small,500,9,3,647.5,26,722.5,226,655,1306,500,9,own cell x size,0
cabbage,AKLAN,NEW WASHINGTON,pieces or units,g,medium,665,9,3,647.5,26,722.5,226,655,1306,665,9,own cell x size,0
cabbage,AKLAN,NEW WASHINGTON,pieces or units,g,large,915,8,3,647.5,26,722.5,226,655,1306,915,8,own cell x size,0
camote tops,AKLAN,NEW WASHINGTON,bugkos,g,conventional_nsu,115,5,1,115,5,150,37,195,449,115,5,own cell x size,0
camote tops,AKLAN,NEW WASHINGTON,bundle,g,conventional_nsu,560,5,1,560,5,790,35,500,101,560,5,own cell x size,0
carrot,AKLAN,NEW WASHINGTON,pieces or units,g,small,95,7,3,150,21,145,195,140,1169,95,7,own cell x size,0
carrot,AKLAN,NEW WASHINGTON,pieces or units,g,medium,155,8,3,150,21,145,195,140,1169,155,8,own cell x size,0
carrot,AKLAN,NEW WASHINGTON,pieces or units,g,large,280,6,3,150,21,145,195,140,1169,280,6,own cell x size,0
chicken,AKLAN,NEW WASHINGTON,whole (chicken),g,large,1540,6,3,1540,6,1265,83,1120,468,1540,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,NEW WASHINGTON,pieces or units,g,small,26.5,6,3,50,16,30,96,32,505,26.5,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,NEW WASHINGTON,pieces or units,g,medium,55,6,3,50,16,30,96,32,505,55,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,NEW WASHINGTON,pieces or units,g,large,92.5,4,3,50,16,30,96,32,505,92.5,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,NEW WASHINGTON,putos,g,medium,320,1,2,320,1,280,93,210,482,280,93,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,NEW WASHINGTON,pieces or units,mL,small,125,2,3,125,2,110,25,100,166,110,25,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",AKLAN,NEW WASHINGTON,lipid/lapad,mL,medium,375,2,3,375,2,375,76,375,618,375,76,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",AKLAN,NEW WASHINGTON,long-neck,mL,small,750,5,3,750,7,750,104,750,478,750,7,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",AKLAN,NEW WASHINGTON,long-neck,mL,large,1000,2,3,750,7,750,104,750,478,750,7,cell pooled across sizes,0
loaf bread,AKLAN,NEW WASHINGTON,large packs,g,large,640,4,3,640,4,640,43,640,411,640,4,own cell x size,0
loaf bread,AKLAN,NEW WASHINGTON,medium packs,g,medium,465,4,3,465,4,450,51,450,352,465,4,own cell x size,0
loaf bread,AKLAN,NEW WASHINGTON,small packs,g,small,392.5,2,3,392.5,2,360,33,370,259,360,33,province x item x unit,0
"prawns, lobster, shrimp",AKLAN,NEW WASHINGTON,tumpok,g,conventional_nsu,342.5,4,1,342.5,4,290,23,260,147,342.5,4,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,NEW WASHINGTON,pieces or units,g,small,70,1,3,70,1,65,28,65,33,65,28,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,NEW WASHINGTON,putos,g,small,370,1,3,500,3,300,81,250,473,500,3,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,NEW WASHINGTON,putos,g,medium,850,2,3,500,3,300,81,250,473,500,3,cell pooled across sizes,0
cabbage,AKLAN,TANGALAN,pieces or units,g,small,570,7,3,732.5,20,722.5,226,655,1306,570,7,own cell x size,0
cabbage,AKLAN,TANGALAN,pieces or units,g,medium,755,7,3,732.5,20,722.5,226,655,1306,755,7,own cell x size,0
cabbage,AKLAN,TANGALAN,pieces or units,g,large,1082.5,6,3,732.5,20,722.5,226,655,1306,1082.5,6,own cell x size,0
camote tops,AKLAN,TANGALAN,bundle,g,conventional_nsu,180,3,1,180,3,790,35,500,101,180,3,own cell x size,0
carrot,AKLAN,TANGALAN,pieces or units,g,small,107.5,6,3,132.5,16,145,195,140,1169,107.5,6,own cell x size,0
carrot,AKLAN,TANGALAN,pieces or units,g,medium,135,5,3,132.5,16,145,195,140,1169,135,5,own cell x size,0
carrot,AKLAN,TANGALAN,pieces or units,g,large,200,5,3,132.5,16,145,195,140,1169,200,5,own cell x size,0
chicken,AKLAN,TANGALAN,whole (chicken),g,small,1047.5,4,3,1167.5,10,1265,83,1120,468,1047.5,4,own cell x size,0
chicken,AKLAN,TANGALAN,whole (chicken),g,medium,1205,3,3,1167.5,10,1265,83,1120,468,1205,3,own cell x size,0
chicken,AKLAN,TANGALAN,whole (chicken),g,large,1395,3,3,1167.5,10,1265,83,1120,468,1395,3,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,TANGALAN,pieces or units,g,small,28,5,3,40,10,30,96,32,505,28,5,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,TANGALAN,pieces or units,g,medium,80,5,3,40,10,30,96,32,505,80,5,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,TANGALAN,putos,g,small,38,8,3,78,19,280,93,210,482,38,8,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,TANGALAN,putos,g,medium,85,5,3,78,19,280,93,210,482,85,5,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",AKLAN,TANGALAN,putos,g,large,240,6,3,78,19,280,93,210,482,240,6,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,TANGALAN,pieces or units,mL,small,105,4,3,110,6,110,25,100,166,110,6,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",AKLAN,TANGALAN,pieces or units,mL,medium,127.5,2,3,110,6,110,25,100,166,110,6,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",AKLAN,TANGALAN,lipid/lapad,mL,medium,375,9,3,375,9,375,76,375,618,375,9,own cell x size,0
"liquor (e.g, whisky, coconut wine)",AKLAN,TANGALAN,long-neck,mL,small,750,9,3,750,11,750,104,750,478,750,11,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",AKLAN,TANGALAN,long-neck,mL,large,1000,2,3,750,11,750,104,750,478,750,11,cell pooled across sizes,0
loaf bread,AKLAN,TANGALAN,large packs,g,large,682.5,4,3,682.5,4,640,43,640,411,682.5,4,own cell x size,0
loaf bread,AKLAN,TANGALAN,medium packs,g,medium,600,5,3,600,5,450,51,450,352,600,5,own cell x size,0
loaf bread,AKLAN,TANGALAN,small packs,g,small,400,8,3,400,8,360,33,370,259,400,8,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,TANGALAN,pieces or units,g,small,57.5,6,3,57.5,6,65,28,65,33,57.5,6,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,TANGALAN,putos,g,small,112,4,3,250,11,300,81,250,473,112,4,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,TANGALAN,putos,g,medium,250,4,3,250,11,300,81,250,473,250,4,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",AKLAN,TANGALAN,putos,g,large,450,3,3,250,11,300,81,250,473,450,3,own cell x size,0
cabbage,ANTIQUE,BARBAZA,pieces or units,g,medium,605,6,2,605,6,655,219,655,1306,605,6,own cell x size,0
camote,ANTIQUE,BARBAZA,bilog,g,small,60,4,3,150,12,145,117,140,509,60,4,own cell x size,0
camote,ANTIQUE,BARBAZA,bilog,g,medium,155,5,3,150,12,145,117,140,509,155,5,own cell x size,0
camote,ANTIQUE,BARBAZA,bilog,g,large,300,3,3,150,12,145,117,140,509,300,3,own cell x size,0
camote tops,ANTIQUE,BARBAZA,bundle,g,medium,302.5,4,2,302.5,4,610,9,500,101,302.5,4,own cell x size,0
carrot,ANTIQUE,BARBAZA,pieces or units,g,small,85,5,3,180,15,145,201,140,1169,85,5,own cell x size,0
