province,pull_municipal_city,cons_name,harmonized_nsu_unit,n_raw_units,raw_units,points_pooled,points_naive
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | maisot nga tasa,1,1
AKLAN,LIBACAO,loaf bread,small packs,2,maisot nga putos | small,1,1
AKLAN,MADALAG,carrot,pieces or units,2,bilog | binilog,1,1
AKLAN,MADALAG,"crackers, cookies, buiscuits, chips/curls",pieces or units,2,binilog | pieces or units,1,1
AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
AKLAN,MALAY,loaf bread,medium packs,2,kasarangan nga putos | medium,1,1
AKLAN,MALAY,loaf bread,small packs,2,maisot nga putos | small,1,1
AKLAN,NABAS,loaf bread,large packs,2,large | mabahoe nga putos,1,1
ANTIQUE,BELISON,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,BELISON,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,BELISON,loaf bread,large packs,2,daragkul nga putos | large,1,1
ANTIQUE,BUGASONG,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,BUGASONG,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,BUGASONG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ANTIQUE,BUGASONG,loaf bread,medium packs,2,medium | medium nga putos,1,1
ANTIQUE,CULASI,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,CULASI,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,CULASI,"crackers, cookies, buiscuits, chips/curls",pieces or units,2,bilog | piraso,1,1
ANTIQUE,CULASI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga tasa | small cup (translate),1,1
ANTIQUE,CULASI,loaf bread,small packs,2,gagmay nga putos | small,1,1
ANTIQUE,HAMTIC,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | pieces or units,1,1
ANTIQUE,LAUA-AN,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,LIBERTAD,cabbage,pack,2,pack | per pack,1,1
ANTIQUE,LIBERTAD,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,LIBERTAD,chicken,whole (chicken),2,bilog nga manok | whole (chicken),1,1
ANTIQUE,LIBERTAD,fresh fish,pieces or units,2,bilog | binilog,1,1
ANTIQUE,LIBERTAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ANTIQUE,PANDAN,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,PANDAN,chicken,whole (chicken),2,bilog nga manok | whole (chicken),1,1
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga tasa | small cup (translate),1,1
ANTIQUE,PATNONGON,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,PATNONGON,fresh fish,pieces or units,2,bilog | binilog,1,1
ANTIQUE,PATNONGON,fresh fish,tumpok,2,tumpok | tupok,1,1
ANTIQUE,PATNONGON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ANTIQUE,PATNONGON,loaf bread,medium packs,2,medium | medium nga putos,1,1
ANTIQUE,SAN REMIGIO,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,SAN REMIGIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ANTIQUE,SEBASTE,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,SEBASTE,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ANTIQUE,SEBASTE,loaf bread,medium packs,2,medium | medium nga putos,1,1
ANTIQUE,SIBALOM,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ANTIQUE,SIBALOM,loaf bread,small packs,2,gagmay nga putos | small,1,1
ANTIQUE,SIBALOM,mango,pieces or units,2,bilog | binilog,1,1
ANTIQUE,TIBIAO,chicken,whole (chicken),2,bilog nga manok | whole (chicken),1,1
ANTIQUE,TIBIAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | small cup (translate),1,1
ANTIQUE,TOBIAS FORNIER,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,TOBIAS FORNIER,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,TOBIAS FORNIER,loaf bread,large packs,2,daragkul nga putos | large packs,1,1
ANTIQUE,VALDERRAMA,cabbage,pieces or units,2,bilog | binilog,1,1
ANTIQUE,VALDERRAMA,carrot,pieces or units,2,bilog | binilog,1,1
ANTIQUE,VALDERRAMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ANTIQUE,VALDERRAMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,2,can | lata,1,1
CAPIZ,DAO,cabbage,putos (mix vegetable),2,mix-mix cabbage and carrots | putos /mix mix,1,1
CAPIZ,DUMARAO,cabbage,pack,2,pack | packs,1,1
CAPIZ,IVISAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | gmay nga cup,1,1
CAPIZ,IVISAN,loaf bread,medium packs,2,medium | medium packs,1,1
CAPIZ,JAMINDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | maisot nga tasa,1,1
CAPIZ,JAMINDAN,mango,pieces or units,2,bilog | binilog,1,1
CAPIZ,MAMBUSAO,loaf bread,large packs,2,dalagku nga putos | large,1,1
CAPIZ,MAMBUSAO,loaf bread,small packs,2,gagmay nga putos | small,1,1
CAPIZ,PANITAN,loaf bread,small packs,2,gagmay nga putos | small,1,1
CAPIZ,PILAR,fresh fish,pack,2,packs | repack,1,1
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,2,cone | cone of an ice cream,1,1
CAPIZ,PILAR,loaf bread,small packs,2,gagmay nga putos | small,1,1
CAPIZ,SAPI-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,2,binilog | piraso,1,1
CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | gmay nga cup,1,1
CAPIZ,TAPAZ,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,ALIMODIAN,carrot,pieces or units,2,bilog | binilog,1,1
ILOILO,BADIANGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | gmay nga cup,1,1
ILOILO,BADIANGAN,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,BALASAN,carrot,pieces or units,2,bilog | pieces or units,1,1
ILOILO,BANATE,cabbage,pieces or units,2,bilog | pieces or units,1,1
ILOILO,BANATE,carrot,pieces or units,2,bilog | pieces or units,1,1
ILOILO,BANATE,loaf bread,large packs,2,dalagku nga putos | large,1,1
ILOILO,BANATE,loaf bread,medium packs,2,medium | medium packs,1,1
ILOILO,BAROTAC VIEJO,cabbage,pack,2,"pack | pack,shredded",1,1
ILOILO,BAROTAC VIEJO,carrot,pieces or units,2,bilog | pieces or units,1,1
ILOILO,BAROTAC VIEJO,"crackers, cookies, buiscuits, chips/curls",pieces or units,2,bilog | pieces or units,1,1
ILOILO,BAROTAC VIEJO,fresh fish,tumpok,2,isang tumpok | tumpok,1,1
ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | pieces or units,1,1
ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | gmay nga cup,1,1
ILOILO,BAROTAC VIEJO,loaf bread,large packs,2,dalagku nga putos | large,1,1
ILOILO,BATAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | gmay nga cup,1,1
ILOILO,BINGAWAN,loaf bread,large packs,2,dalagku nga putos | large,1,1
ILOILO,CABATUAN,loaf bread,medium packs,2,medium | medium packs,1,1
ILOILO,CALINOG,loaf bread,large packs,2,large | large packs,1,1
ILOILO,CALINOG,loaf bread,medium packs,2,medium | medium packs,1,1
ILOILO,CONCEPCION,cabbage,pieces or units,2,bilog | pieces or units,1,1
ILOILO,CONCEPCION,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | pieces or units,1,1
ILOILO,CONCEPCION,loaf bread,medium packs,2,medium | medium packs,1,1
ILOILO,DINGLE,cabbage,pack,2,pack | putos,1,1
ILOILO,DINGLE,carrot,pack,2,pack | putos,1,1
ILOILO,DINGLE,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,DUEAS,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,DUMANGAS,cabbage,pack,2,pack | putos,1,1
ILOILO,DUMANGAS,carrot,pieces or units,2,bilog | piraso,1,1
ILOILO,GUIMBAL,cabbage,pieces or units,2,bilog | binilog,1,1
ILOILO,GUIMBAL,carrot,pieces or units,2,bilog | binilog,1,1
ILOILO,GUIMBAL,loaf bread,large packs,2,daragkul nga putos | large,1,1
ILOILO,GUIMBAL,loaf bread,medium packs,2,medium | medium nga putos,1,1
ILOILO,IGBARAS,cabbage,pack,2,pack | putos,1,1
ILOILO,IGBARAS,carrot,pack,2,pack | putos,1,1
ILOILO,IGBARAS,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,JANIUAY,cabbage,pieces or units,2,bilog | binilog,1,1
ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ILOILO,LAMBUNAO,cabbage,pieces or units,2,bilog | binilog,1,1
ILOILO,LAMBUNAO,carrot,pieces or units,2,bilog | binilog,1,1
ILOILO,LAMBUNAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ILOILO,LAMBUNAO,loaf bread,medium packs,2,medium | medium nga putos,1,1
ILOILO,LAMBUNAO,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,LEGANES,cabbage,pieces or units,2,bilog | piraso,1,1
ILOILO,LEGANES,carrot,pieces or units,2,bilog | piraso,1,1
ILOILO,LEMERY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | small cup,1,1
ILOILO,LEMERY,loaf bread,medium packs,2,medium | medium packs,1,1
ILOILO,LEON,carrot,pieces or units,2,bilog | binilog,1,1
ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,2,cone | ice cream in cone,1,1
ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ILOILO,LEON,loaf bread,large packs,2,daragkul nga putos | large,1,1
ILOILO,LEON,loaf bread,medium packs,2,medium | medium nga putos,1,1
ILOILO,LEON,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,MAASIN,cabbage,pieces or units,2,bilog | pieces or units,1,1
ILOILO,MIAGAO,carrot,pieces or units,2,bilog | binilog,1,1
ILOILO,MIAGAO,fresh fish,pieces or units,2,bilog | binilog,1,1
ILOILO,MIAGAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ILOILO,MIAGAO,loaf bread,medium packs,2,medium | medium nga putos,1,1
ILOILO,POTOTAN,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,SAN ENRIQUE,carrot,pieces or units,2,bilog | pieces or units,1,1
ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay nga cup | gmay nga cup,1,1
ILOILO,SAN JOAQUIN,loaf bread,medium packs,2,medium | medium nga putos,1,1
ILOILO,SAN JOAQUIN,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,SAN RAFAEL,loaf bread,small packs,2,gagmay nga putos | small,1,1
ILOILO,TIGBAUAN,cabbage,pieces or units,2,bilog | pieces or units,1,1
ILOILO,TIGBAUAN,carrot,pieces or units,2,bilog | pieces or units,1,1
ILOILO,TUBUNGAN,cabbage,pieces or units,2,bilog | binilog,1,1
ILOILO,TUBUNGAN,carrot,pieces or units,2,bilog | binilog,1,1
ILOILO,TUBUNGAN,fresh fish,pieces or units,2,bilog | binilog,1,1
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,bilog | binilog,1,1
ILOILO,TUBUNGAN,mango,pieces or units,2,bilog | binilog,1,1
NEGROS OCCIDENTAL,CALATRAVA,chicken,whole (chicken),2,tibuok na manok | whole (chicken),1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),loaf bread,large packs,2,dagko nga pakete | large,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),loaf bread,medium packs,2,medium | medium nga pakete,1,1
NEGROS OCCIDENTAL,ILOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,gamay na tasa | gamay nga cup,1,1
NEGROS OCCIDENTAL,TOBOSO,loaf bread,small packs,2,gagmay nga pakete | small,1,1
NEGROS OCCIDENTAL,VALLADOLID,cabbage,pieces or units,2,bilog | pieces or units,1,1
NEGROS OCCIDENTAL,VALLADOLID,carrot,pieces or units,2,bilog | pieces or units,1,1
AKLAN,ALTAVAS,camote,binilog,1,binilog,1,1
AKLAN,ALTAVAS,camote tops,bugkos,1,bugkos,1,1
AKLAN,ALTAVAS,camote tops,bundle,1,bundle,1,1
AKLAN,ALTAVAS,chicken,bilog,1,bilog,1,1
AKLAN,ALTAVAS,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,binilog,1,1
AKLAN,ALTAVAS,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
AKLAN,ALTAVAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
AKLAN,ALTAVAS,loaf bread,small packs,1,maisot nga putos,1,1
