province,pull_municipal_city,cons_name,harmonized_nsu_unit,n_raw_units,raw_units,points_pooled,points_naive
ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,BAROTAC VIEJO,rice,letse,1,letse,1,1
ILOILO,BATAD,cabbage,pieces or units,1,bilog,1,1
ILOILO,BATAD,camote,bilog,1,bilog,1,1
ILOILO,BATAD,camote tops,bugkos,1,bugkos,1,1
ILOILO,BATAD,camote tops,bundle,1,bundle,1,1
ILOILO,BATAD,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ILOILO,BATAD,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,BATAD,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,BATAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,BATAD,loaf bread,medium packs,1,medium,1,1
ILOILO,BATAD,mango,pieces or units,1,bilog,1,1
ILOILO,BATAD,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,BATAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,BINGAWAN,cabbage,pieces or units,1,bilog,1,1
ILOILO,BINGAWAN,camote,bilog,1,bilog,1,1
ILOILO,BINGAWAN,camote tops,bugkos,1,bugkos,1,1
ILOILO,BINGAWAN,carrot,pieces or units,1,bilog,1,1
ILOILO,BINGAWAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,BINGAWAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,BINGAWAN,fresh fish,pieces or units,1,bilog,1,1
ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,BINGAWAN,loaf bread,medium packs,1,medium,1,1
ILOILO,BINGAWAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,CABATUAN,cabbage,pack,1,putos,1,1
ILOILO,CABATUAN,cabbage,putos (mix vegetable),1,putos (halo - halo),1,1
ILOILO,CABATUAN,camote,bilog,1,bilog,1,1
ILOILO,CABATUAN,camote tops,bugkos,1,bugkos,1,1
ILOILO,CABATUAN,camote tops,bundle,1,bundle,1,1
ILOILO,CABATUAN,carrot,pack,1,putos,1,1
ILOILO,CABATUAN,carrot,pieces or units,1,bilog,1,1
ILOILO,CABATUAN,carrot,putos (mix vegetable),1,putos (halo -halo ),1,1
ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",can o lata,1,can o lata,1,1
ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,CABATUAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,CABATUAN,pork,pcs,1,pcs,1,1
ILOILO,CABATUAN,pork,pieces or units,1,piece,1,1
ILOILO,CABATUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,CABATUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,CALINOG,cabbage,pieces or units,1,bilog,1,1
ILOILO,CALINOG,camote,bilog,1,bilog,1,1
ILOILO,CALINOG,camote tops,bugkos,1,bugkos,1,1
ILOILO,CALINOG,camote tops,bundle,1,bundle,1,1
ILOILO,CALINOG,carrot,pieces or units,1,bilog,1,1
ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pack,1,packs,1,1
ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,CALINOG,loaf bread,small packs,1,small,1,1
ILOILO,CALINOG,mango,pieces or units,1,bilog,1,1
ILOILO,CALINOG,"mineral or spring water, all drinking water sold in containers",black gallon,1,black gallon,1,1
ILOILO,CALINOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,CALINOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,CARLES,camote,bilog,1,bilog,1,1
ILOILO,CARLES,camote tops,bugkos,1,bugkos,1,1
ILOILO,CARLES,camote tops,bundle,1,bundle,1,1
ILOILO,CARLES,carrot,pieces or units,1,bilog,1,1
ILOILO,CARLES,chicken,bilog,1,bilog,1,1
ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ILOILO,CARLES,fresh fish,pack,1,putos,1,1
ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,CARLES,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,CARLES,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,CARLES,rice,letse,1,letse,1,1
ILOILO,CARLES,rice,salmon,1,salmon,1,1
ILOILO,CONCEPCION,camote,bilog,1,bilog,1,1
ILOILO,CONCEPCION,camote tops,bugkos,1,bugkos,1,1
ILOILO,CONCEPCION,camote tops,bundle,1,bundle,1,1
ILOILO,CONCEPCION,carrot,pieces or units,1,bilog,1,1
ILOILO,CONCEPCION,fresh fish,tumpok,1,tumpok/ atado,1,1
ILOILO,CONCEPCION,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,CONCEPCION,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,CONCEPCION,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,CONCEPCION,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,CONCEPCION,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,DINGLE,cabbage,pieces or units,1,bilog,1,1
ILOILO,DINGLE,cabbage,sliced,1,slice,1,1
ILOILO,DINGLE,camote,bilog,1,bilog,1,1
ILOILO,DINGLE,camote tops,bugkos,1,bugkos,1,1
ILOILO,DINGLE,camote tops,bundle,1,bundle,1,1
ILOILO,DINGLE,carrot,pieces or units,1,bilog,1,1
ILOILO,DINGLE,carrot,slice,1,slice,1,1
ILOILO,DINGLE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,1 cone,1,1
ILOILO,DINGLE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,DINGLE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,DINGLE,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,DINGLE,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,DINGLE,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,DINGLE,rice,letse,1,letse,1,1
ILOILO,DUEAS,cabbage,pack,1,putos,1,1
ILOILO,DUEAS,cabbage,pieces or units,1,bilog,1,1
ILOILO,DUEAS,camote,bilog,1,bilog,1,1
ILOILO,DUEAS,camote,bundle,1,bundle,1,1
ILOILO,DUEAS,camote tops,bugkos,1,bugkos,1,1
ILOILO,DUEAS,camote tops,bundle,1,bundle,1,1
ILOILO,DUEAS,carrot,pack,1,putos,1,1
ILOILO,DUEAS,carrot,pieces or units,1,bilog,1,1
ILOILO,DUEAS,chicken,patopung,1,patopung,1,1
ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",balde,1,balde,1,1
ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,DUEAS,loaf bread,medium packs,1,medium,1,1
ILOILO,DUEAS,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,DUEAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,DUEAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,DUEAS,rice,gantang,1,ganta,1,1
ILOILO,DUMANGAS,camote tops,bugkos,1,bugkos,1,1
ILOILO,DUMANGAS,camote tops,bundle,1,bundle,1,1
ILOILO,DUMANGAS,carrot,pack,1,putos,1,1
ILOILO,DUMANGAS,chicken,putos,1,putos,1,1
ILOILO,DUMANGAS,fresh fish,pack,1,pack,1,1
ILOILO,DUMANGAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bowl,1,bowl,1,1
ILOILO,DUMANGAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone,1,1
ILOILO,DUMANGAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,DUMANGAS,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,DUMANGAS,loaf bread,medium packs,1,medium,1,1
ILOILO,DUMANGAS,"prawns, lobster, shrimp",pack,1,pack,1,1
ILOILO,DUMANGAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,DUMANGAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,DUMANGAS,rice,sack of rice,1,1/2 sack of rice,1,1
ILOILO,DUMANGAS,rice,salmon,1,salmon,1,1
ILOILO,ESTANCIA,cabbage,pack,1,packs,1,1
ILOILO,ESTANCIA,cabbage,pieces or units,1,bilog,1,1
ILOILO,ESTANCIA,camote tops,bugkos,1,bugkos,1,1
ILOILO,ESTANCIA,carrot,pieces or units,1,bilog,1,1
ILOILO,ESTANCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone of an ice cream,1,1
ILOILO,ESTANCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,ESTANCIA,loaf bread,large packs,1,large,1,1
ILOILO,ESTANCIA,loaf bread,medium packs,1,medium,1,1
ILOILO,ESTANCIA,loaf bread,small packs,1,small,1,1
ILOILO,ESTANCIA,mango,pieces or units,1,bilog,1,1
ILOILO,ESTANCIA,"prawns, lobster, shrimp",putos,1,putos,1,1
ILOILO,ESTANCIA,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,ESTANCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,GUIMBAL,camote tops,bugkos,1,bugkos,1,1
ILOILO,GUIMBAL,fresh fish,pieces or units,1,bilog,1,1
ILOILO,GUIMBAL,loaf bread,small packs,1,gagmay nga putos,1,1
ILOILO,GUIMBAL,rice,salmon,1,salmon,1,1
ILOILO,IGBARAS,beef,intestine,1,intestine,1,1
ILOILO,IGBARAS,cabbage,pieces or units,1,bilog,1,1
ILOILO,IGBARAS,camote,bilog,1,bilog,1,1
ILOILO,IGBARAS,camote tops,bugkos,1,bugkos,1,1
ILOILO,IGBARAS,carrot,pieces or units,1,bilog,1,1
ILOILO,IGBARAS,carrot,putos (mix vegetable),1,putos (mix vegetable),1,1
ILOILO,IGBARAS,carrot,putos or pack,1,putos or pack,1,1
ILOILO,IGBARAS,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",cup,1,cup,1,1
ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",glass/shots,1,glass/shots,1,1
ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",junior lapad,1,junior lapad,1,1
ILOILO,IGBARAS,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,IGBARAS,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,JANIUAY,camote,bilog,1,bilog,1,1
ILOILO,JANIUAY,camote tops,bugkos,1,bugkos,1,1
ILOILO,JANIUAY,chicken,patupa,1,patupa,1,1
ILOILO,JANIUAY,chicken,pieces or units,1,binilog,1,1
ILOILO,JANIUAY,fresh fish,patupa,1,patupa,1,1
ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,JANIUAY,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,JANIUAY,mango,pieces or units,1,bilog,1,1
ILOILO,JANIUAY,"prawns, lobster, shrimp",pack,1,pack,1,1
ILOILO,JANIUAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,LAMBUNAO,camote,bilog,1,bilog,1,1
ILOILO,LAMBUNAO,camote tops,bugkos,1,bugkos,1,1
ILOILO,LAMBUNAO,chicken,pieces or units,1,binilog,1,1
ILOILO,LAMBUNAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,LAMBUNAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",baso,1,baso,1,1
ILOILO,LAMBUNAO,mango,pieces or units,1,bilog,1,1
ILOILO,LAMBUNAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,LEGANES,cabbage,pack,1,putos,1,1
ILOILO,LEGANES,camote,bilog,1,bilog,1,1
ILOILO,LEGANES,camote,tumpok,1,tumpok,1,1
ILOILO,LEGANES,camote tops,bugkos,1,bugkos,1,1
ILOILO,LEGANES,carrot,pack,1,putos,1,1
ILOILO,LEGANES,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,LEGANES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,LEGANES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,1,tupperware,1,1
ILOILO,LEGANES,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,LEMERY,cabbage,buskos,1,buskos,1,1
ILOILO,LEMERY,cabbage,pieces or units,1,bilog,1,1
ILOILO,LEMERY,camote tops,bugkos,1,bugkos,1,1
ILOILO,LEMERY,camote tops,bundle,1,bundle,1,1
ILOILO,LEMERY,carrot,pieces or units,1,bilog,1,1
ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",bucket,1,bucket,1,1
ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ILOILO,LEMERY,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,LEMERY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,LEMERY,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,LEON,camote tops,bugkos,1,bugkos,1,1
ILOILO,LEON,fresh fish,pieces or units,1,bilog,1,1
ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ILOILO,MAASIN,camote,bilog,1,bilog,1,1
ILOILO,MAASIN,camote tops,bugkos,1,bugkos,1,1
ILOILO,MAASIN,camote tops,bundle,1,bundle,1,1
ILOILO,MAASIN,camote tops,pieces or units,1,bilog,1,1
ILOILO,MAASIN,carrot,pieces or units,1,bilog,1,1
ILOILO,MAASIN,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ILOILO,MAASIN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,MAASIN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,MAASIN,fresh fish,pieces or units,1,bilog,1,1
ILOILO,MAASIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,MAASIN,loaf bread,medium packs,1,medium,1,1
ILOILO,MAASIN,loaf bread,pieces,1,pieces,1,1
ILOILO,MAASIN,pork,pieces or units,1,pieces,1,1
ILOILO,MAASIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,MAASIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,MAASIN,rice,sack of rice,1,sack of rice,1,1
ILOILO,MIAGAO,cabbage,pack,1,putos /supot,1,1
ILOILO,MIAGAO,camote tops,bugkos,1,bugkos,1,1
ILOILO,MIAGAO,chicken,pieces or units,1,binilog,1,1
ILOILO,MIAGAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,MIAGAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,MIAGAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,MIAGAO,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,MIAGAO,mango,pieces or units,1,bilog,1,1
ILOILO,MIAGAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,MIAGAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ILOILO,MINA,beef,pieces or units,1,bilog,1,1
ILOILO,MINA,camote,bilog,1,bilog,1,1
ILOILO,MINA,camote,putos,1,putos,1,1
ILOILO,MINA,camote tops,bugkos,1,bugkos,1,1
ILOILO,MINA,camote tops,bundle,1,bundle,1,1
ILOILO,MINA,carrot,pieces or units,1,bilog,1,1
ILOILO,MINA,chicken,pieces or units,1,piraso,1,1
ILOILO,MINA,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ILOILO,MINA,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,MINA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,MINA,fresh fish,pack,1,putos,1,1
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",container,1,container,1,1
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pack,1,packs,1,1
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,MINA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,MINA,mango,pieces or units,1,bilog,1,1
ILOILO,MINA,pork,portion,1,portion,1,1
ILOILO,MINA,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,MINA,rice,gantang,1,ganta,1,1
ILOILO,NEW LUCENA,cabbage,pack,1,putos,1,1
ILOILO,NEW LUCENA,cabbage,pieces or units,1,bilog,1,1
ILOILO,NEW LUCENA,camote,bilog,1,bilog,1,1
ILOILO,NEW LUCENA,camote tops,bugkos,1,bugkos,1,1
ILOILO,NEW LUCENA,camote tops,bundle,1,bundle,1,1
ILOILO,NEW LUCENA,carrot,pack,1,putos,1,1
ILOILO,NEW LUCENA,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,NEW LUCENA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,NEW LUCENA,fresh fish,pieces or units,1,bilog,1,1
ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,NEW LUCENA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,NEW LUCENA,loaf bread,small packs,1,gagmay nga putos,1,1
ILOILO,NEW LUCENA,mango,pieces or units,1,bilog,1,1
ILOILO,NEW LUCENA,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,NEW LUCENA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,OTON,beef,pieces or units,1,bilog,1,1
ILOILO,OTON,cabbage,pack,1,pack,1,1
ILOILO,OTON,cabbage,putos (mix vegetable),1,pack of mixed vegetables,1,1
ILOILO,OTON,camote,bilog,1,bilog,1,1
ILOILO,OTON,camote tops,bugkos,1,bugkos,1,1
ILOILO,OTON,camote tops,bundle,1,bundle,1,1
ILOILO,OTON,carrot,pieces or units,1,bilog,1,1
ILOILO,OTON,carrot,putos (mix vegetable),1,pack of mixed vegetables,1,1
ILOILO,OTON,"crackers, cookies, buiscuits, chips/curls",small box,1,small box,1,1
ILOILO,OTON,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,OTON,fresh fish,pieces or units,1,bilog,1,1
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pitcher,1,pitcher,1,1
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,OTON,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,OTON,loaf bread,medium packs,1,medium,1,1
ILOILO,OTON,pork,1 serve,1,1 serve,1,1
ILOILO,OTON,pork,stick,1,stick,1,1
ILOILO,OTON,"prawns, lobster, shrimp",pieces or units,1,pieces,1,1
ILOILO,OTON,rice,rice cooker cup (small),1,rice cooker cup (small),1,1
ILOILO,OTON,rice,"rice cooker cup, small",1,"rice cooker cup, small",1,1
ILOILO,OTON,rice,small rice cooker cup,1,small rice cooker cup,1,1
ILOILO,POTOTAN,cabbage,half,1,1/2 of whole,1,1
ILOILO,POTOTAN,cabbage,pieces or units,1,bilog,1,1
ILOILO,POTOTAN,camote tops,bugkos,1,bugkos,1,1
ILOILO,POTOTAN,carrot,pieces or units,1,bilog,1,1
ILOILO,POTOTAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,ice cream in cone,1,1
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,POTOTAN,loaf bread,medium packs,1,medium,1,1
ILOILO,POTOTAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,POTOTAN,pork,1 bowl cooked,1,1 bowl cooked,1,1
ILOILO,POTOTAN,pork,pieces or units,1,pieces,1,1
ILOILO,POTOTAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,SAN DIONISIO,cabbage,pack,1,putos (pack),1,1
ILOILO,SAN DIONISIO,cabbage,pieces or units,1,bilog,1,1
ILOILO,SAN DIONISIO,cabbage,sliced,1,sliced,1,1
ILOILO,SAN DIONISIO,camote,bilog,1,bilog,1,1
ILOILO,SAN DIONISIO,camote tops,bugkos,1,bugkos,1,1
ILOILO,SAN DIONISIO,carrot,sliced,1,sliced,1,1
ILOILO,SAN DIONISIO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,SAN DIONISIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,SAN DIONISIO,mango,pieces or units,1,bilog,1,1
ILOILO,SAN DIONISIO,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
ILOILO,SAN DIONISIO,rice,salmon,1,salmon,1,1
ILOILO,SAN ENRIQUE,cabbage,small packs,1,pack of ice wrapper,1,1
ILOILO,SAN ENRIQUE,camote,bilog,1,bilog,1,1
ILOILO,SAN ENRIQUE,camote tops,bugkos,1,bugkos,1,1
ILOILO,SAN ENRIQUE,camote tops,bundle,1,bundle,1,1
ILOILO,SAN ENRIQUE,carrot,small packs,1,pack of ice wrapper,1,1
ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,SAN ENRIQUE,loaf bread,medium packs,1,medium,1,1
ILOILO,SAN ENRIQUE,"prawns, lobster, shrimp",pieces or units,1,pieces,1,1
ILOILO,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,SAN ENRIQUE,rice,letse,1,letse,1,1
ILOILO,SAN JOAQUIN,cabbage,pack,1,putos,1,1
ILOILO,SAN JOAQUIN,camote,bilog,1,bilog,1,1
ILOILO,SAN JOAQUIN,camote tops,bugkos,1,bugkos,1,1
ILOILO,SAN JOAQUIN,camote tops,bundle,1,bundle,1,1
ILOILO,SAN JOAQUIN,carrot,pack,1,putos,1,1
ILOILO,SAN JOAQUIN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,SAN JOAQUIN,fresh fish,pieces or units,1,bilog,1,1
