bucket,prov,mun,item,harm,n_psps_obs
convertible from its own cell,CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,2
province fallback available,AKLAN,MALINAO,"prawns, lobster, shrimp",tumpok,2
province fallback available,ANTIQUE,BARBAZA,chicken,bilog,2
province fallback available,ANTIQUE,BUGASONG,chicken,bilog,2
convertible from its own cell,ANTIQUE,BELISON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2
province fallback available,ANTIQUE,CULASI,rice,gantang,2
convertible from its own cell,ILOILO,AJUY,camote,bilog,2
convertible from its own cell,ILOILO,AJUY,carrot,pack,2
province fallback available,ANTIQUE,LAUA-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,2
province fallback available,ANTIQUE,LIBERTAD,cabbage,pack,2
convertible from its own cell,ANTIQUE,BARBAZA,fresh fish,pieces or units,2
convertible from its own cell,ANTIQUE,BARBAZA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2
convertible from its own cell,ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,2
convertible from its own cell,ILOILO,ALIMODIAN,cabbage,putos (mix vegetable),2
convertible from its own cell,ILOILO,ALIMODIAN,camote,bilog,2
convertible from its own cell,ILOILO,NEW LUCENA,camote,bilog,2
convertible from its own cell,ANTIQUE,BARBAZA,loaf bread,large packs,2
province fallback available,ANTIQUE,SEBASTE,chicken,bilog,2
convertible from its own cell,ILOILO,ALIMODIAN,fresh fish,pieces or units,2
convertible from its own cell,ILOILO,ALIMODIAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
convertible from its own cell,ILOILO,ALIMODIAN,loaf bread,small packs,2
province fallback available,ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,2
province fallback available,ANTIQUE,TIBIAO,chicken,bilog,2
convertible from its own cell,ILOILO,ANILAO,chicken,bilog,2
convertible from its own cell,ILOILO,ANILAO,fresh fish,pieces or units,2
convertible from its own cell,AKLAN,TANGALAN,loaf bread,large packs,2
province fallback available,ANTIQUE,VALDERRAMA,chicken,bilog,2
province fallback available,ANTIQUE,VALDERRAMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,2
province fallback available,CAPIZ,DUMALAG,fresh fish,pack,2
province fallback available,CAPIZ,MA-AYON,camote tops,bundle,2
province fallback available,CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
province fallback available,CAPIZ,MAMBUSAO,mango,pieces or units,2
province fallback available,CAPIZ,MAMBUSAO,rice,letse,2
province fallback available,CAPIZ,PILAR,fresh fish,pack,2
province fallback available,CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,2
province fallback available,CAPIZ,PILAR,"liquor (e.g, whisky, coconut wine)",long-neck,2
convertible from its own cell,AKLAN,NABAS,chicken,pieces or units,2
convertible from its own cell,AKLAN,NABAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
convertible from its own cell,AKLAN,NABAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2
province fallback available,CAPIZ,SAPI-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2
convertible from its own cell,ILOILO,BAROTAC NUEVO,cabbage,pack,2
convertible from its own cell,ILOILO,BAROTAC NUEVO,camote,bilog,2
convertible from its own cell,ILOILO,BAROTAC NUEVO,chicken,whole (chicken),2
convertible from its own cell,ILOILO,BAROTAC NUEVO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
convertible from its own cell,ILOILO,LEON,fresh fish,pieces or units,2
province fallback available,CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,2
convertible from its own cell,AKLAN,MALINAO,camote tops,2bond,2
province fallback available,CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
province fallback available,CAPIZ,TAPAZ,"prawns, lobster, shrimp",tumpok,2
province fallback available,ILOILO,ALIMODIAN,carrot,putos (mix vegetable),2
province fallback available,ILOILO,BADIANGAN,mango,pieces or units,2
convertible from its own cell,ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,2
convertible from its own cell,ILOILO,BAROTAC NUEVO,"liquor (e.g, whisky, coconut wine)",long-neck,2
convertible from its own cell,ILOILO,BAROTAC NUEVO,mango,pieces or units,2
convertible from its own cell,ILOILO,BAROTAC NUEVO,"prawns, lobster, shrimp",tumpok,2
convertible from its own cell,ILOILO,BAROTAC NUEVO,rice,letse,2
convertible from its own cell,ILOILO,BAROTAC VIEJO,cabbage,pack,2
convertible from its own cell,ILOILO,LEGANES,"prawns, lobster, shrimp",tumpok,2
convertible from its own cell,AKLAN,MAKATO,"prawns, lobster, shrimp",tumpok,2
convertible from its own cell,ILOILO,LEGANES,camote,bilog,2
convertible from its own cell,ILOILO,BAROTAC VIEJO,fresh fish,tumpok,2
province fallback available,ILOILO,BAROTAC NUEVO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,2
convertible from its own cell,AKLAN,MADALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
convertible from its own cell,AKLAN,LIBACAO,fresh fish,pieces or units,2
convertible from its own cell,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,2
convertible from its own cell,ILOILO,JANIUAY,mango,pieces or units,2
convertible from its own cell,ILOILO,LAMBUNAO,camote,bilog,2
convertible from its own cell,ILOILO,LAMBUNAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
convertible from its own cell,ILOILO,CABATUAN,camote,bilog,2
convertible from its own cell,ILOILO,IGBARAS,"prawns, lobster, shrimp",tumpok,2
convertible from its own cell,ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
convertible from its own cell,ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",long-neck,2
province fallback available,ILOILO,DINGLE,loaf bread,tama-tama nga putos,2
convertible from its own cell,AKLAN,BURUANGA,loaf bread,medium packs,2
convertible from its own cell,ILOILO,CABATUAN,"liquor (e.g, whisky, coconut wine)",long-neck,2
convertible from its own cell,ILOILO,CABATUAN,mango,pieces or units,2
convertible from its own cell,ILOILO,CALINOG,camote,bilog,2
convertible from its own cell,ILOILO,BINGAWAN,loaf bread,medium packs,2
convertible from its own cell,ILOILO,BINGAWAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,2
convertible from its own cell,AKLAN,BURUANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,2
province fallback available,ILOILO,DUEAS,cabbage,pack,2
convertible from its own cell,ILOILO,GUIMBAL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2
convertible from its own cell,AKLAN,BURUANGA,cabbage,pieces or units,2
convertible from its own cell,AKLAN,BURUANGA,"crackers, cookies, buiscuits, chips/curls",pack,2
convertible from its own cell,AKLAN,BATAN,fresh fish,pieces or units,2
convertible from its own cell,ILOILO,CONCEPCION,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
convertible from its own cell,ILOILO,CARLES,fresh fish,pack,2
convertible from its own cell,ILOILO,ESTANCIA,fresh fish,pieces or units,2
province fallback available,ILOILO,LAMBUNAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,2
province fallback available,ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",pack,2
province fallback available,ILOILO,LEMERY,rice,letse,2
convertible from its own cell,ILOILO,DINGLE,camote,bilog,2
any-province fallback only,NEGROS OCCIDENTAL,CAUAYAN,fresh fish,tumpok,2
any-province fallback only,NEGROS OCCIDENTAL,CAUAYAN,rice,salmon,2
province fallback available,ILOILO,MINA,loaf bread,tama-tama nga putos,2
any-province fallback only,CAPIZ,SAPI-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,2
province fallback available,ILOILO,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,2
any-province fallback only,AKLAN,LIBACAO,rice,salmon,2
province fallback available,NEGROS OCCIDENTAL,MANAPLA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2
any-province fallback only,ANTIQUE,HAMTIC,rice,salmon,2
any-province fallback only,ANTIQUE,LIBERTAD,carrot,pack,2
any-province fallback only,ANTIQUE,PANDAN,rice,letse,2
any-province fallback only,ANTIQUE,SEBASTE,rice,letse,2
convertible from its own cell,ILOILO,DUEAS,"prawns, lobster, shrimp",tumpok,2
province fallback available,NEGROS OCCIDENTAL,SAN ENRIQUE,chicken,bilog,2
convertible from its own cell,ANTIQUE,PATNONGON,cabbage,putos (mix vegetable),1
convertible from its own cell,ANTIQUE,PATNONGON,carrot,putos (mix vegetable),1
convertible from its own cell,NEGROS OCCIDENTAL,LA CASTELLANA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,NEGROS OCCIDENTAL,MANAPLA,chicken,whole (chicken),1
convertible from its own cell,ILOILO,SAN MIGUEL,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",balde,1
convertible from its own cell,CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bowl,1
convertible from its own cell,CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",big can,1
convertible from its own cell,CAPIZ,MA-AYON,pork,1 order,1
convertible from its own cell,NEGROS OCCIDENTAL,MANAPLA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote,bilog,1
convertible from its own cell,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),carrot,pieces or units,1
convertible from its own cell,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,ANTIQUE,LIBERTAD,loaf bread,medium packs,1
convertible from its own cell,ANTIQUE,PANDAN,cabbage,pack,1
convertible from its own cell,ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",baso,1
convertible from its own cell,ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,1
convertible from its own cell,NEGROS OCCIDENTAL,MURCIA,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,NEGROS OCCIDENTAL,MURCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,NEGROS OCCIDENTAL,PONTEVEDRA,camote,bilog,1
convertible from its own cell,ILOILO,SAN JOAQUIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,ILOILO,SAN JOAQUIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1
convertible from its own cell,CAPIZ,PANAY,beer,case,1
convertible from its own cell,CAPIZ,PANAY,cabbage,putos (mix vegetable),1
convertible from its own cell,CAPIZ,PANAY,camote,bilog,1
convertible from its own cell,CAPIZ,PANAY,chicken,slice,1
convertible from its own cell,ILOILO,SAN MIGUEL,cabbage,pieces or units,1
convertible from its own cell,ILOILO,SAN MIGUEL,carrot,pieces or units,1
convertible from its own cell,ILOILO,SAN MIGUEL,fresh fish,pieces or units,1
convertible from its own cell,ILOILO,SAN MIGUEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",1.3 gallon,1
convertible from its own cell,ANTIQUE,LIBERTAD,camote,bilog,1
convertible from its own cell,ANTIQUE,LIBERTAD,chicken,pieces or units,1
convertible from its own cell,ANTIQUE,LIBERTAD,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,NEGROS OCCIDENTAL,PONTEVEDRA,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,NEGROS OCCIDENTAL,PONTEVEDRA,mango,pieces or units,1
convertible from its own cell,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,ANTIQUE,HAMTIC,rice,gantang,1
convertible from its own cell,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,ANTIQUE,LAUA-AN,fresh fish,pieces or units,1
convertible from its own cell,ANTIQUE,LAUA-AN,loaf bread,medium packs,1
convertible from its own cell,NEGROS OCCIDENTAL,PULUPANDAN,chicken,bilog,1
convertible from its own cell,NEGROS OCCIDENTAL,PULUPANDAN,fresh fish,pieces or units,1
convertible from its own cell,NEGROS OCCIDENTAL,PULUPANDAN,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,ILOILO,SAN ENRIQUE,"prawns, lobster, shrimp",pieces or units,1
convertible from its own cell,ILOILO,SAN JOAQUIN,cabbage,pack,1
convertible from its own cell,CAPIZ,PANAY,"prawns, lobster, shrimp",cup,1
convertible from its own cell,CAPIZ,PANAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",role,1
convertible from its own cell,CAPIZ,PANITAN,cabbage,half,1
convertible from its own cell,CAPIZ,PANITAN,cabbage,putos (mix vegetable),1
convertible from its own cell,ILOILO,SAN JOAQUIN,fresh fish,pieces or units,1
convertible from its own cell,ILOILO,SAN JOAQUIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ILOILO,SAN JOAQUIN,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,NEGROS OCCIDENTAL,PULUPANDAN,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1
convertible from its own cell,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1
convertible from its own cell,ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",balde,1
convertible from its own cell,ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,ANTIQUE,HAMTIC,fresh fish,pieces or units,1
convertible from its own cell,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1
convertible from its own cell,CAPIZ,PILAR,fresh fish,pinutos / plastic,1
convertible from its own cell,CAPIZ,PILAR,mango,"papaya, mango, banana",1
convertible from its own cell,CAPIZ,PONTEVEDRA,cabbage,pieces or units,1
convertible from its own cell,CAPIZ,PONTEVEDRA,camote,bilog,1
convertible from its own cell,CAPIZ,PONTEVEDRA,fresh fish,pieces or units,1
convertible from its own cell,CAPIZ,PILAR,camote,bilog,1
convertible from its own cell,ILOILO,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ANTIQUE,HAMTIC,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,NEGROS OCCIDENTAL,SAN ENRIQUE,fresh fish,pieces or units,1
convertible from its own cell,NEGROS OCCIDENTAL,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,ANTIQUE,CULASI,fresh fish,pieces or units,1
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,cabbage,putos (mix vegetable),1
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,chicken,bilog,1
convertible from its own cell,ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1
convertible from its own cell,ILOILO,SAN ENRIQUE,cabbage,small packs,1
convertible from its own cell,ANTIQUE,CULASI,mango,pieces or units,1
convertible from its own cell,ANTIQUE,CULASI,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,NEGROS OCCIDENTAL,TOBOSO,chicken,whole (chicken),1
convertible from its own cell,NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,NEGROS OCCIDENTAL,TOBOSO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,NEGROS OCCIDENTAL,VALLADOLID,camote,bilog,1
convertible from its own cell,ANTIQUE,BUGASONG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,mango,pieces or units,1
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,pork,2 slice,1
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,CAPIZ,SAPI-AN,cabbage,putos (mix vegetable),1
convertible from its own cell,ILOILO,POTOTAN,pork,pieces or units,1
convertible from its own cell,ILOILO,SAN DIONISIO,cabbage,sliced,1
convertible from its own cell,ILOILO,SAN DIONISIO,camote,bilog,1
convertible from its own cell,ANTIQUE,BUGASONG,mango,pieces or units,1
convertible from its own cell,ANTIQUE,CULASI,camote,bilog,1
convertible from its own cell,NEGROS OCCIDENTAL,VALLADOLID,chicken,whole (chicken),1
convertible from its own cell,NEGROS OCCIDENTAL,VALLADOLID,mango,pieces or units,1
dropped label (not an NSU),AKLAN,ALTAVAS,fresh fish,,1
dropped label (not an NSU),AKLAN,BURUANGA,beer,,1
dropped label (not an NSU),ANTIQUE,HAMTIC,"mineral or spring water, all drinking water sold in containers",,1
dropped label (not an NSU),ANTIQUE,PATNONGON,"crackers, cookies, buiscuits, chips/curls",,1
dropped label (not an NSU),ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",,1
dropped label (not an NSU),ANTIQUE,TIBIAO,"mineral or spring water, all drinking water sold in containers",,1
dropped label (not an NSU),CAPIZ,IVISAN,carrot,,1
dropped label (not an NSU),CAPIZ,PILAR,mango,,1
dropped label (not an NSU),CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",,1
dropped label (not an NSU),CAPIZ,SIGMA,"liquor (e.g, whisky, coconut wine)",,1
dropped label (not an NSU),ILOILO,DUMANGAS,rice,,1
dropped label (not an NSU),ILOILO,IGBARAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",,1
dropped label (not an NSU),ILOILO,MINA,rice,,1
dropped label (not an NSU),ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",,1
dropped label (not an NSU),NEGROS OCCIDENTAL,CAUAYAN,pork,,1
no weight anywhere,AKLAN,MALINAO,loaf bread,100pcs of pandesal,1
no weight anywhere,ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",bul,1
no weight anywhere,ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",jr,1
no weight anywhere,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone ( dirty ice cream ) 10 pesos per cone,1
no weight anywhere,ANTIQUE,HAMTIC,"mineral or spring water, all drinking water sold in containers",tab,1
no weight anywhere,ANTIQUE,PANDAN,beef,patupa,1
no weight anywhere,ANTIQUE,PANDAN,pork,pieces barbeque,1
no weight anywhere,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",ball (tuba),1
no weight anywhere,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",glass,1
no weight anywhere,ANTIQUE,SIBALOM,carrot,tumpok,1
no weight anywhere,ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",apa,1
no weight anywhere,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",14 tasa,1
no weight anywhere,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",7 ball,1
no weight anywhere,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",boll,1
no weight anywhere,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",coconut wine,1
no weight anywhere,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",takal ng tuba,1
no weight anywhere,ANTIQUE,VALDERRAMA,"prawns, lobster, shrimp",plastic,1
no weight anywhere,CAPIZ,IVISAN,"crackers, cookies, buiscuits, chips/curls",large packs,1
no weight anywhere,CAPIZ,IVISAN,"prawns, lobster, shrimp",1 pc. prawn,1
no weight anywhere,CAPIZ,JAMINDAN,camote tops,cassava leaves,1
no weight anywhere,CAPIZ,JAMINDAN,loaf bread,pieces,1
no weight anywhere,CAPIZ,MA-AYON,camote,small size plastic,1
no weight anywhere,CAPIZ,MA-AYON,chicken,1order,1
no weight anywhere,CAPIZ,MA-AYON,chicken,tingi tingi,1
no weight anywhere,CAPIZ,PANAY,cabbage,tumpok,1
no weight anywhere,CAPIZ,PANAY,camote tops,"cassava & malunggay leaves, paco or fern, squash leaves",1
no weight anywhere,CAPIZ,PANAY,carrot,tumpok,1
no weight anywhere,CAPIZ,PANAY,loaf bread,per piece,1
no weight anywhere,CAPIZ,PANAY,loaf bread,piece,1
no weight anywhere,CAPIZ,PANAY,"mineral or spring water, all drinking water sold in containers",distilled water,1
no weight anywhere,CAPIZ,PANAY,pork,pack,1
no weight anywhere,CAPIZ,PANAY,"prawns, lobster, shrimp",caltex,1
no weight anywhere,CAPIZ,PILAR,cabbage,mix vegetables (per tumbok),1
no weight anywhere,CAPIZ,PILAR,carrot,mix vegetables (per tumpok),1
no weight anywhere,CAPIZ,PILAR,fresh fish,puts or plastic,1
no weight anywhere,CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ice cream stick,1
no weight anywhere,CAPIZ,PILAR,loaf bread,piece,1
no weight anywhere,CAPIZ,PONTEVEDRA,"prawns, lobster, shrimp",1 k caltex(kabo),1
no weight anywhere,CAPIZ,SIGMA,carrot,mix slice of carrot,1
no weight anywhere,CAPIZ,TAPAZ,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,1
no weight anywhere,ILOILO,AJUY,"crackers, cookies, buiscuits, chips/curls",cans,1
no weight anywhere,ILOILO,ALIMODIAN,chicken,patupong,1
no weight anywhere,ILOILO,ALIMODIAN,"crackers, cookies, buiscuits, chips/curls",tupper ware,1
no weight anywhere,ILOILO,ALIMODIAN,"liquor (e.g, whisky, coconut wine)",4 later galon,1
no weight anywhere,ILOILO,BADIANGAN,"crackers, cookies, buiscuits, chips/curls",tupperware,1
no weight anywhere,ILOILO,BADIANGAN,loaf bread,plastic bag,1
no weight anywhere,ILOILO,BAROTAC VIEJO,cabbage,1 chop,1
no weight anywhere,ILOILO,BAROTAC VIEJO,carrot,pack of slices,1
no weight anywhere,ILOILO,BAROTAC VIEJO,chicken,half,1
no weight anywhere,ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",can o lata,1
no weight anywhere,ILOILO,CABATUAN,pork,pcs,1
no weight anywhere,ILOILO,CALINOG,"mineral or spring water, all drinking water sold in containers",black gallon,1
no weight anywhere,ILOILO,DINGLE,carrot,slice,1
no weight anywhere,ILOILO,DUEAS,camote,bundle,1
no weight anywhere,ILOILO,DUEAS,chicken,patopung,1
no weight anywhere,ILOILO,DUMANGAS,chicken,putos,1
no weight anywhere,ILOILO,ESTANCIA,"prawns, lobster, shrimp",putos,1
no weight anywhere,ILOILO,IGBARAS,carrot,putos or pack,1
no weight anywhere,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",cup,1
no weight anywhere,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",glass/shots,1
no weight anywhere,ILOILO,JANIUAY,fresh fish,patupa,1
no weight anywhere,ILOILO,LEMERY,cabbage,buskos,1
no weight anywhere,ILOILO,MAASIN,camote tops,pieces or units,1
no weight anywhere,ILOILO,MINA,camote,putos,1
no weight anywhere,ILOILO,MINA,pork,portion,1
no weight anywhere,ILOILO,OTON,"crackers, cookies, buiscuits, chips/curls",small box,1
no weight anywhere,ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pitcher,1
no weight anywhere,ILOILO,OTON,rice,rice cooker cup (small),1
no weight anywhere,ILOILO,OTON,rice,"rice cooker cup, small",1
no weight anywhere,ILOILO,OTON,rice,small rice cooker cup,1
no weight anywhere,ILOILO,POTOTAN,pork,1 bowl cooked,1
no weight anywhere,ILOILO,SAN DIONISIO,carrot,sliced,1
no weight anywhere,ILOILO,SAN ENRIQUE,carrot,small packs,1
no weight anywhere,ILOILO,TIGBAUAN,carrot,slice,1
no weight anywhere,NEGROS OCCIDENTAL,CALATRAVA,fresh fish,cup,1
no weight anywhere,NEGROS OCCIDENTAL,CALATRAVA,"liquor (e.g, whisky, coconut wine)",cup,1
no weight anywhere,NEGROS OCCIDENTAL,CAUAYAN,camote tops,tumpok,1
no weight anywhere,NEGROS OCCIDENTAL,ISABELA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cup,1
convertible from its own cell,CAPIZ,SAPI-AN,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,CAPIZ,SAPI-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
any-province fallback only,AKLAN,BATAN,rice,gantang,1
convertible from its own cell,CAPIZ,SAPI-AN,mango,pieces or units,1
convertible from its own cell,CAPIZ,SAPI-AN,"mineral or spring water, all drinking water sold in containers",refilled,1
any-province fallback only,AKLAN,BURUANGA,loaf bread,tama-tama nga putos,1
convertible from its own cell,CAPIZ,SIGMA,cabbage,half,1
convertible from its own cell,ILOILO,POTOTAN,cabbage,half,1
province fallback available,AKLAN,ALTAVAS,camote,binilog,1
any-province fallback only,AKLAN,BURUANGA,rice,letse,1
convertible from its own cell,ANTIQUE,BELISON,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,ANTIQUE,BELISON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,ANTIQUE,BUGASONG,camote,bilog,1
any-province fallback only,CAPIZ,DUMARAO,carrot,pack,1
province fallback available,AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1
province fallback available,AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",pack,1
province fallback available,AKLAN,BURUANGA,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,CAPIZ,TAPAZ,cabbage,pack,1
province fallback available,ILOILO,SAN ENRIQUE,rice,letse,1
province fallback available,ILOILO,SAN JOAQUIN,carrot,pack,1
province fallback available,ILOILO,SAN RAFAEL,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,CAPIZ,SIGMA,cabbage,putos (mix vegetable),1
convertible from its own cell,CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tub,1
convertible from its own cell,ILOILO,OTON,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,ILOILO,OTON,pork,1 serve,1
convertible from its own cell,ILOILO,OTON,pork,stick,1
convertible from its own cell,ILOILO,OTON,"prawns, lobster, shrimp",pieces or units,1
