pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,cf_blind,fallback_level,n_g_used,d_thin,d_unconvertible
CAPIZ,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,162.5,cell pooled across sizes,4,0,0
CAPIZ,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,260,cell pooled across sizes,9,0,0
CAPIZ,PRESIDENT ROXAS,cabbage,pieces or units,g,717.5,cell pooled across sizes,8,0,0
CAPIZ,PRESIDENT ROXAS,cabbage,putos (mix vegetable),g,165,province x item x unit,14,0,0
CAPIZ,PRESIDENT ROXAS,camote tops,bugkos,g,210,province x item x unit,51,0,0
CAPIZ,PRESIDENT ROXAS,carrot,pieces or units,g,190,cell pooled across sizes,9,0,0
CAPIZ,PRESIDENT ROXAS,chicken,bilog,g,1192.5,province x item x unit,34,0,0
CAPIZ,PRESIDENT ROXAS,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,473,province x item x unit,9,0,0
CAPIZ,PRESIDENT ROXAS,fresh fish,pieces or units,g,372.5,province x item x unit,120,0,0
CAPIZ,PRESIDENT ROXAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,75,province x item x unit,16,0,0
CAPIZ,PRESIDENT ROXAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,22,0,0
CAPIZ,PRESIDENT ROXAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,27,0,0
CAPIZ,PRESIDENT ROXAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
CAPIZ,PRESIDENT ROXAS,loaf bread,large packs,g,600,cell pooled across sizes,3,0,0
CAPIZ,PRESIDENT ROXAS,loaf bread,medium packs,g,560,cell pooled across sizes,3,0,0
CAPIZ,PRESIDENT ROXAS,loaf bread,small packs,g,375,cell pooled across sizes,3,0,0
CAPIZ,PRESIDENT ROXAS,mango,pieces or units,g,280,cell pooled across sizes,4,0,0
CAPIZ,PRESIDENT ROXAS,"prawns, lobster, shrimp",tumpok,g,305,province x item x unit,39,0,0
CAPIZ,PRESIDENT ROXAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,70,province x item x unit,41,0,0
CAPIZ,PRESIDENT ROXAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,61,0,0
CAPIZ,SAPI-AN,cabbage,pieces or units,g,720,cell pooled across sizes,9,0,0
CAPIZ,SAPI-AN,cabbage,putos (mix vegetable),g,165,province x item x unit,14,0,0
CAPIZ,SAPI-AN,camote tops,bundle,g,175,cell pooled across sizes,3,0,0
CAPIZ,SAPI-AN,carrot,pieces or units,g,130,cell pooled across sizes,9,0,0
CAPIZ,SAPI-AN,chicken,whole (chicken),g,1135,cell pooled across sizes,6,0,0
CAPIZ,SAPI-AN,"crackers, cookies, buiscuits, chips/curls",pack,g,250,cell pooled across sizes,5,0,0
CAPIZ,SAPI-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,27.5,cell pooled across sizes,6,0,0
CAPIZ,SAPI-AN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,435,province x item x unit,3,0,0
CAPIZ,SAPI-AN,fresh fish,pieces or units,g,195,cell pooled across sizes,9,0,0
CAPIZ,SAPI-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,62.5,cell pooled across sizes,4,0,0
CAPIZ,SAPI-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
CAPIZ,SAPI-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
CAPIZ,SAPI-AN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,5,0,0
CAPIZ,SAPI-AN,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
CAPIZ,SAPI-AN,loaf bread,medium packs,g,440,cell pooled across sizes,4,0,0
CAPIZ,SAPI-AN,mango,pieces or units,g,345,cell pooled across sizes,3,0,0
CAPIZ,SAPI-AN,"mineral or spring water, all drinking water sold in containers",refilled,mL,1000,cell pooled across sizes,4,0,0
CAPIZ,SAPI-AN,"prawns, lobster, shrimp",tumpok,g,305,province x item x unit,39,0,0
CAPIZ,SAPI-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,70,cell pooled across sizes,3,0,0
CAPIZ,SAPI-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,3,0,0
CAPIZ,SAPI-AN,rice,gantang,g,2250,cell pooled across sizes,3,0,0
CAPIZ,SIGMA,cabbage,half,g,275,cell pooled across sizes,3,0,0
CAPIZ,SIGMA,cabbage,pieces or units,g,655,cell pooled across sizes,9,0,0
CAPIZ,SIGMA,cabbage,putos (mix vegetable),g,165,cell pooled across sizes,3,0,0
CAPIZ,SIGMA,camote tops,bugkos,g,200,cell pooled across sizes,3,0,0
CAPIZ,SIGMA,carrot,pieces or units,g,105,cell pooled across sizes,3,0,0
CAPIZ,SIGMA,chicken,whole (chicken),g,1107.5,cell pooled across sizes,6,0,0
CAPIZ,SIGMA,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,32,province x item x unit,88,0,0
CAPIZ,SIGMA,"crackers, cookies, buiscuits, chips/curls",putos,g,280,province x item x unit,54,0,0
CAPIZ,SIGMA,fresh fish,pack,g,580,cell pooled across sizes,3,0,0
CAPIZ,SIGMA,fresh fish,pieces or units,g,300,cell pooled across sizes,9,0,0
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,35,cell pooled across sizes,3,0,0
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,5,0,0
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tub,mL,1000,cell pooled across sizes,7,0,0
CAPIZ,SIGMA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,103,0,0
CAPIZ,SIGMA,loaf bread,large packs,g,450,cell pooled across sizes,13,0,0
CAPIZ,SIGMA,mango,pieces or units,g,230,province x item x unit,73,0,0
CAPIZ,SIGMA,"prawns, lobster, shrimp",tumpok,g,280,cell pooled across sizes,3,0,0
CAPIZ,SIGMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,257.5,cell pooled across sizes,4,0,0
CAPIZ,TAPAZ,cabbage,pack,g,160,cell pooled across sizes,3,0,0
CAPIZ,TAPAZ,cabbage,pieces or units,g,500,cell pooled across sizes,3,0,0
CAPIZ,TAPAZ,camote,bilog,g,95,cell pooled across sizes,3,0,0
CAPIZ,TAPAZ,camote tops,bugkos,g,280,cell pooled across sizes,3,0,0
CAPIZ,TAPAZ,carrot,pieces or units,g,120,cell pooled across sizes,9,0,0
CAPIZ,TAPAZ,chicken,whole (chicken),g,1140,cell pooled across sizes,5,0,0
CAPIZ,TAPAZ,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,28,cell pooled across sizes,5,0,0
CAPIZ,TAPAZ,"crackers, cookies, buiscuits, chips/curls",putos,g,280,province x item x unit,54,0,0
CAPIZ,TAPAZ,fresh fish,pieces or units,g,280,cell pooled across sizes,9,0,0
CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,g,110,cell pooled across sizes,3,0,0
CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,50,cell pooled across sizes,3,0,0
CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,5,0,0
CAPIZ,TAPAZ,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,13,0,0
CAPIZ,TAPAZ,loaf bread,large packs,g,545,cell pooled across sizes,10,0,0
CAPIZ,TAPAZ,mango,pieces or units,g,230,province x item x unit,73,0,0
CAPIZ,TAPAZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,70,province x item x unit,41,0,0
CAPIZ,TAPAZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,61,0,0
ILOILO,AJUY,cabbage,pack,g,135,province x item x unit,26,0,0
ILOILO,AJUY,cabbage,pieces or units,g,825,cell pooled across sizes,5,0,0
ILOILO,AJUY,camote,bilog,g,150,province x item x unit,296,0,0
ILOILO,AJUY,camote tops,bugkos,g,325,cell pooled across sizes,3,0,0
ILOILO,AJUY,carrot,pack,g,,,,,1
ILOILO,AJUY,carrot,pieces or units,g,127.5,cell pooled across sizes,4,0,0
ILOILO,AJUY,chicken,whole (chicken),g,1035,province x item x unit,180,0,0
ILOILO,AJUY,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,50,cell pooled across sizes,3,0,0
ILOILO,AJUY,"crackers, cookies, buiscuits, chips/curls",putos,g,290,cell pooled across sizes,3,0,0
ILOILO,AJUY,fresh fish,pack,g,620,province x item x unit,25,0,0
ILOILO,AJUY,fresh fish,pieces or units,g,490,cell pooled across sizes,4,0,0
ILOILO,AJUY,fresh fish,tumpok,g,627.5,cell pooled across sizes,6,0,0
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bowl,g,720,item x unit (regional),3,0,0
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,g,89.5,province x item x unit,8,0,0
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,65,province x item x unit,51,0,0
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,65,cell pooled across sizes,3,0,0
ILOILO,AJUY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,267,0,0
ILOILO,AJUY,"liquor (e.g, whisky, coconut wine)",long-neck,mL,1200,cell pooled across sizes,3,0,0
ILOILO,AJUY,loaf bread,large packs,g,640,province x item x unit,188,0,0
ILOILO,AJUY,loaf bread,medium packs,g,530,cell pooled across sizes,4,0,0
ILOILO,AJUY,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,AJUY,mango,pieces or units,g,230,province x item x unit,289,0,0
ILOILO,AJUY,"prawns, lobster, shrimp",tumpok,g,415,cell pooled across sizes,3,0,0
ILOILO,AJUY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,AJUY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,325,cell pooled across sizes,3,0,0
ILOILO,ALIMODIAN,cabbage,pieces or units,g,617.5,cell pooled across sizes,12,0,0
ILOILO,ALIMODIAN,cabbage,putos (mix vegetable),g,130,cell pooled across sizes,3,0,0
ILOILO,ALIMODIAN,camote,bilog,g,185,cell pooled across sizes,11,0,0
ILOILO,ALIMODIAN,camote tops,bugkos,g,175,cell pooled across sizes,3,0,0
ILOILO,ALIMODIAN,carrot,pieces or units,g,190,cell pooled across sizes,11,0,0
ILOILO,ALIMODIAN,chicken,bilog,g,960,cell pooled across sizes,7,0,0
ILOILO,ALIMODIAN,chicken,pieces or units,g,247.5,cell pooled across sizes,8,0,0
ILOILO,ALIMODIAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,32,cell pooled across sizes,11,0,0
ILOILO,ALIMODIAN,"crackers, cookies, buiscuits, chips/curls",putos,g,60,cell pooled across sizes,21,0,0
ILOILO,ALIMODIAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,province x item x unit,65,0,0
ILOILO,ALIMODIAN,fresh fish,pieces or units,g,170,cell pooled across sizes,13,0,0
ILOILO,ALIMODIAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,85,cell pooled across sizes,7,0,0
ILOILO,ALIMODIAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,cell pooled across sizes,3,0,0
ILOILO,ALIMODIAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,7,0,0
ILOILO,ALIMODIAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,9,0,0
ILOILO,ALIMODIAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,9,0,0
ILOILO,ALIMODIAN,loaf bread,large packs,g,640,cell pooled across sizes,7,0,0
ILOILO,ALIMODIAN,loaf bread,medium packs,g,450,cell pooled across sizes,6,0,0
ILOILO,ALIMODIAN,loaf bread,small packs,g,400,cell pooled across sizes,6,0,0
ILOILO,ALIMODIAN,mango,pieces or units,g,250,cell pooled across sizes,10,0,0
ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,5,0,0
ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,13,0,0
ILOILO,ALIMODIAN,rice,salmon,g,410,province x item x unit,21,0,0
ILOILO,ANILAO,camote tops,bugkos,g,185,cell pooled across sizes,3,0,0
ILOILO,ANILAO,carrot,pieces or units,g,110,cell pooled across sizes,13,0,0
ILOILO,ANILAO,chicken,bilog,g,1120,cell pooled across sizes,11,0,0
ILOILO,ANILAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,90,cell pooled across sizes,9,0,0
ILOILO,ANILAO,fresh fish,pack,g,430,cell pooled across sizes,5,0,0
ILOILO,ANILAO,fresh fish,pieces or units,g,340,cell pooled across sizes,7,0,0
ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,65,cell pooled across sizes,5,0,0
ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,290,cell pooled across sizes,8,0,0
ILOILO,ANILAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,562.5,cell pooled across sizes,10,0,0
ILOILO,ANILAO,loaf bread,small packs,g,480,cell pooled across sizes,9,0,0
ILOILO,ANILAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,275,cell pooled across sizes,6,0,0
ILOILO,BADIANGAN,cabbage,half,g,275,cell pooled across sizes,4,0,0
ILOILO,BADIANGAN,cabbage,pieces or units,g,705,cell pooled across sizes,8,0,0
ILOILO,BADIANGAN,camote,bilog,g,230,cell pooled across sizes,8,0,0
ILOILO,BADIANGAN,camote tops,bugkos,g,117.5,cell pooled across sizes,4,0,0
ILOILO,BADIANGAN,camote tops,bundle,g,470,province x item x unit,31,0,0
ILOILO,BADIANGAN,carrot,pieces or units,g,152.5,cell pooled across sizes,10,0,0
ILOILO,BADIANGAN,chicken,whole (chicken),g,980,cell pooled across sizes,3,0,0
ILOILO,BADIANGAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,30,cell pooled across sizes,5,0,0
ILOILO,BADIANGAN,"crackers, cookies, buiscuits, chips/curls",putos,g,250,cell pooled across sizes,5,0,0
ILOILO,BADIANGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,62.5,province x item x unit,60,0,0
ILOILO,BADIANGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,65,province x item x unit,51,0,0
ILOILO,BADIANGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,75,cell pooled across sizes,3,0,0
ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",junior lapad,mL,250,cell pooled across sizes,3,0,0
ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,3,0,0
ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,4,0,0
ILOILO,BADIANGAN,loaf bread,large packs,g,680,cell pooled across sizes,4,0,0
ILOILO,BADIANGAN,loaf bread,medium packs,g,420,cell pooled across sizes,5,0,0
ILOILO,BADIANGAN,pork,slice,g,445,cell pooled across sizes,3,0,0
ILOILO,BADIANGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,200,cell pooled across sizes,4,0,0
ILOILO,BALASAN,cabbage,pieces or units,g,660,cell pooled across sizes,8,0,0
ILOILO,BALASAN,camote,bilog,g,190,cell pooled across sizes,3,0,0
ILOILO,BALASAN,camote tops,bugkos,g,155,cell pooled across sizes,3,0,0
ILOILO,BALASAN,camote tops,bundle,g,470,province x item x unit,31,0,0
ILOILO,BALASAN,carrot,pieces or units,g,145,cell pooled across sizes,13,0,0
ILOILO,BALASAN,chicken,bilog,g,1295,cell pooled across sizes,3,0,0
ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",pack,g,302.5,province x item x unit,32,0,0
ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",putos,g,90,province x item x unit,230,0,0
ILOILO,BALASAN,fresh fish,pieces or units,g,475,cell pooled across sizes,5,0,0
ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,61,0,0
ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,77,0,0
ILOILO,BALASAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
ILOILO,BALASAN,loaf bread,large packs,g,640,province x item x unit,188,0,0
ILOILO,BALASAN,loaf bread,medium packs,g,545,cell pooled across sizes,4,0,0
ILOILO,BALASAN,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,BALASAN,mango,pieces or units,g,215,cell pooled across sizes,4,0,0
ILOILO,BALASAN,"prawns, lobster, shrimp",tumpok,g,250,province x item x unit,55,0,0
ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,5,0,0
ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,182,0,0
ILOILO,BALASAN,rice,gantang,g,2265,cell pooled across sizes,3,0,0
ILOILO,BANATE,cabbage,pieces or units,g,785,cell pooled across sizes,12,0,0
ILOILO,BANATE,camote tops,bugkos,g,130,cell pooled across sizes,3,0,0
ILOILO,BANATE,carrot,pieces or units,g,210,cell pooled across sizes,12,0,0
ILOILO,BANATE,chicken,bilog,g,955,cell pooled across sizes,10,0,0
ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,200,cell pooled across sizes,11,0,0
ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",putos,g,320,cell pooled across sizes,10,0,0
ILOILO,BANATE,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,cell pooled across sizes,16,0,0
ILOILO,BANATE,fresh fish,pack,g,795,cell pooled across sizes,5,0,0
ILOILO,BANATE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,282.5,cell pooled across sizes,4,0,0
ILOILO,BANATE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
ILOILO,BANATE,loaf bread,large packs,g,450,cell pooled across sizes,7,0,0
ILOILO,BANATE,"prawns, lobster, shrimp",tumpok,g,260,cell pooled across sizes,3,0,0
ILOILO,BANATE,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,225,cell pooled across sizes,7,0,0
ILOILO,BAROTAC NUEVO,cabbage,pack,g,175,cell pooled across sizes,3,0,0
ILOILO,BAROTAC NUEVO,cabbage,pieces or units,g,720,cell pooled across sizes,9,0,0
ILOILO,BAROTAC NUEVO,camote,bilog,g,235,cell pooled across sizes,3,0,0
ILOILO,BAROTAC NUEVO,camote tops,bugkos,g,225,cell pooled across sizes,3,0,0
ILOILO,BAROTAC NUEVO,carrot,pieces or units,g,155,cell pooled across sizes,9,0,0
ILOILO,BAROTAC NUEVO,chicken,bilog,g,1115,cell pooled across sizes,9,0,0
ILOILO,BAROTAC NUEVO,chicken,whole (chicken),g,1035,province x item x unit,180,0,0
ILOILO,BAROTAC NUEVO,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,45,cell pooled across sizes,4,0,0
ILOILO,BAROTAC NUEVO,"crackers, cookies, buiscuits, chips/curls",putos,g,400,cell pooled across sizes,3,0,0
ILOILO,BAROTAC NUEVO,fresh fish,pack,g,620,province x item x unit,25,0,0
ILOILO,BAROTAC NUEVO,fresh fish,pieces or units,g,595,cell pooled across sizes,6,0,0
ILOILO,BAROTAC NUEVO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,100,province x item x unit,59,0,0
ILOILO,BAROTAC NUEVO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,61,0,0
ILOILO,BAROTAC NUEVO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,77,0,0
ILOILO,BAROTAC NUEVO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,4,0,0
ILOILO,BAROTAC NUEVO,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,3,0,0
ILOILO,BAROTAC NUEVO,loaf bread,large packs,g,640,province x item x unit,188,0,0
ILOILO,BAROTAC NUEVO,loaf bread,medium packs,g,500,cell pooled across sizes,3,0,0
ILOILO,BAROTAC NUEVO,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,BAROTAC NUEVO,loaf bread,tama-tama nga putos,g,450,province x item x unit,16,0,0
ILOILO,BAROTAC NUEVO,mango,pieces or units,g,280,cell pooled across sizes,3,0,0
ILOILO,BAROTAC NUEVO,"prawns, lobster, shrimp",tumpok,g,250,province x item x unit,55,0,0
ILOILO,BAROTAC NUEVO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,625,cell pooled across sizes,6,0,0
ILOILO,BAROTAC NUEVO,rice,letse,g,425,item x unit (regional),3,0,0
ILOILO,BAROTAC VIEJO,beef,half,g,,,,,1
ILOILO,BAROTAC VIEJO,cabbage,pack,g,135,province x item x unit,26,0,0
ILOILO,BAROTAC VIEJO,cabbage,pieces or units,g,645,cell pooled across sizes,9,0,0
ILOILO,BAROTAC VIEJO,camote,bilog,g,177.5,cell pooled across sizes,6,0,0
ILOILO,BAROTAC VIEJO,camote tops,bugkos,g,155,cell pooled across sizes,3,0,0
ILOILO,BAROTAC VIEJO,carrot,pieces or units,g,110,cell pooled across sizes,3,0,0
ILOILO,BAROTAC VIEJO,chicken,bilog,g,1102.5,cell pooled across sizes,8,0,0
ILOILO,BAROTAC VIEJO,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,30,cell pooled across sizes,5,0,0
ILOILO,BAROTAC VIEJO,fresh fish,pieces or units,g,365,cell pooled across sizes,5,0,0
ILOILO,BAROTAC VIEJO,fresh fish,tumpok,g,882.5,cell pooled across sizes,6,0,0
ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,600,cell pooled across sizes,5,0,0
ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,61,0,0
ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,120,cell pooled across sizes,4,0,0
ILOILO,BAROTAC VIEJO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
ILOILO,BAROTAC VIEJO,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,province x item x unit,185,0,0
ILOILO,BAROTAC VIEJO,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
ILOILO,BAROTAC VIEJO,loaf bread,medium packs,g,450,province x item x unit,160,0,0
ILOILO,BAROTAC VIEJO,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,BAROTAC VIEJO,mango,pieces or units,g,255,cell pooled across sizes,10,0,0
ILOILO,BAROTAC VIEJO,"prawns, lobster, shrimp",tumpok,g,250,cell pooled across sizes,4,0,0
ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,5,0,0
ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,g,200,province x item x unit,14,0,0
