pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,cf_blind,fallback_level,n_g_used,d_thin,d_unconvertible
ILOILO,SAN JOAQUIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,62.5,cell pooled across sizes,6,0,0
ILOILO,SAN JOAQUIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,5,0,0
ILOILO,SAN JOAQUIN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,10,0,0
ILOILO,SAN JOAQUIN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,9,0,0
ILOILO,SAN JOAQUIN,loaf bread,large packs,g,640,cell pooled across sizes,6,0,0
ILOILO,SAN JOAQUIN,loaf bread,medium packs,g,450,cell pooled across sizes,6,0,0
ILOILO,SAN JOAQUIN,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,SAN JOAQUIN,mango,pieces or units,g,207.5,cell pooled across sizes,10,0,0
ILOILO,SAN JOAQUIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,290,cell pooled across sizes,9,0,0
ILOILO,SAN JOAQUIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,g,250,cell pooled across sizes,5,0,0
ILOILO,SAN JOAQUIN,rice,salmon,g,410,province x item x unit,21,0,0
ILOILO,SAN MIGUEL,cabbage,pieces or units,g,667.5,cell pooled across sizes,24,0,0
ILOILO,SAN MIGUEL,camote tops,bugkos,g,195,cell pooled across sizes,7,0,0
ILOILO,SAN MIGUEL,carrot,pieces or units,g,160,cell pooled across sizes,25,0,0
ILOILO,SAN MIGUEL,chicken,whole (chicken),g,950,cell pooled across sizes,8,0,0
ILOILO,SAN MIGUEL,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,68,cell pooled across sizes,10,0,0
ILOILO,SAN MIGUEL,"crackers, cookies, buiscuits, chips/curls",putos,g,300,cell pooled across sizes,8,0,0
ILOILO,SAN MIGUEL,fresh fish,pieces or units,g,620,cell pooled across sizes,8,0,0
ILOILO,SAN MIGUEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,52.5,cell pooled across sizes,8,0,0
ILOILO,SAN MIGUEL,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,9,0,0
ILOILO,SAN MIGUEL,loaf bread,large packs,g,640,cell pooled across sizes,8,0,0
ILOILO,SAN MIGUEL,loaf bread,small packs,g,420,cell pooled across sizes,5,0,0
ILOILO,SAN MIGUEL,loaf bread,tama-tama nga putos,g,450,cell pooled across sizes,6,0,0
ILOILO,SAN MIGUEL,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,SAN MIGUEL,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,225,cell pooled across sizes,4,0,0
ILOILO,SAN RAFAEL,cabbage,pack,g,95,cell pooled across sizes,3,0,0
ILOILO,SAN RAFAEL,cabbage,pieces or units,g,660,cell pooled across sizes,9,0,0
ILOILO,SAN RAFAEL,camote,bilog,g,135,cell pooled across sizes,9,0,0
ILOILO,SAN RAFAEL,camote tops,bugkos,g,205,cell pooled across sizes,3,0,0
ILOILO,SAN RAFAEL,carrot,pieces or units,g,145,cell pooled across sizes,9,0,0
ILOILO,SAN RAFAEL,chicken,bilog,g,195,cell pooled across sizes,3,0,0
ILOILO,SAN RAFAEL,chicken,whole (chicken),g,1200,cell pooled across sizes,9,0,0
ILOILO,SAN RAFAEL,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,48,cell pooled across sizes,11,0,0
ILOILO,SAN RAFAEL,"crackers, cookies, buiscuits, chips/curls",putos,g,90,province x item x unit,230,0,0
ILOILO,SAN RAFAEL,fresh fish,pieces or units,g,545,cell pooled across sizes,9,0,0
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,g,104,cell pooled across sizes,7,0,0
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,62.5,province x item x unit,60,0,0
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,175,cell pooled across sizes,4,0,0
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,province x item x unit,69,0,0
ILOILO,SAN RAFAEL,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,680,cell pooled across sizes,5,0,0
ILOILO,SAN RAFAEL,loaf bread,large packs,g,675,cell pooled across sizes,3,0,0
ILOILO,SAN RAFAEL,loaf bread,medium packs,g,450,province x item x unit,160,0,0
ILOILO,SAN RAFAEL,loaf bread,small packs,g,345,cell pooled across sizes,6,0,0
ILOILO,SAN RAFAEL,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,205,cell pooled across sizes,3,0,0
ILOILO,SANTA BARBARA,cabbage,pieces or units,g,657.5,cell pooled across sizes,26,0,0
ILOILO,SANTA BARBARA,camote,bilog,g,150,cell pooled across sizes,24,0,0
ILOILO,SANTA BARBARA,camote tops,bugkos,g,175,cell pooled across sizes,9,0,0
ILOILO,SANTA BARBARA,carrot,pieces or units,g,120,cell pooled across sizes,25,0,0
ILOILO,SANTA BARBARA,chicken,whole (chicken),g,955,cell pooled across sizes,15,0,0
ILOILO,SANTA BARBARA,fresh fish,pieces or units,g,355,cell pooled across sizes,24,0,0
ILOILO,SANTA BARBARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,67.5,cell pooled across sizes,8,0,0
ILOILO,SANTA BARBARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,550,cell pooled across sizes,5,0,0
ILOILO,SANTA BARBARA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,8,0,0
ILOILO,SANTA BARBARA,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,8,0,0
ILOILO,SANTA BARBARA,loaf bread,large packs,g,665,cell pooled across sizes,9,0,0
ILOILO,SANTA BARBARA,loaf bread,medium packs,g,480,cell pooled across sizes,9,0,0
ILOILO,SANTA BARBARA,loaf bread,small packs,g,385,cell pooled across sizes,9,0,0
ILOILO,SANTA BARBARA,mango,pieces or units,g,225,cell pooled across sizes,25,0,0
ILOILO,SANTA BARBARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,230,cell pooled across sizes,15,0,0
ILOILO,SARA,cabbage,pieces or units,g,545,cell pooled across sizes,14,0,0
ILOILO,SARA,camote,bilog,g,237.5,cell pooled across sizes,10,0,0
ILOILO,SARA,camote tops,bugkos,g,237.5,cell pooled across sizes,6,0,0
ILOILO,SARA,carrot,pieces or units,g,127.5,cell pooled across sizes,4,0,0
ILOILO,SARA,chicken,whole (chicken),g,1052.5,cell pooled across sizes,12,0,0
ILOILO,SARA,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,45,cell pooled across sizes,16,0,0
ILOILO,SARA,"crackers, cookies, buiscuits, chips/curls",putos,g,42.5,cell pooled across sizes,6,0,0
ILOILO,SARA,fresh fish,pack,g,530,cell pooled across sizes,7,0,0
ILOILO,SARA,fresh fish,pieces or units,g,217.5,cell pooled across sizes,14,0,0
ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,55,cell pooled across sizes,6,0,0
ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,160,cell pooled across sizes,6,0,0
ILOILO,SARA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
ILOILO,SARA,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,4,0,0
ILOILO,SARA,loaf bread,large packs,g,622.5,cell pooled across sizes,4,0,0
ILOILO,SARA,loaf bread,medium packs,g,450,province x item x unit,160,0,0
ILOILO,SARA,loaf bread,small packs,g,430,cell pooled across sizes,3,0,0
ILOILO,SARA,mango,pieces or units,g,245,cell pooled across sizes,9,0,0
ILOILO,SARA,"prawns, lobster, shrimp",tumpok,g,332.5,cell pooled across sizes,6,0,0
ILOILO,SARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,SARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,235,cell pooled across sizes,5,0,0
ILOILO,SARA,rice,gantang,g,2245,cell pooled across sizes,5,0,0
ILOILO,TIGBAUAN,cabbage,pieces or units,g,370,cell pooled across sizes,7,0,0
ILOILO,TIGBAUAN,cabbage,putos (mix vegetable),g,85,cell pooled across sizes,3,0,0
ILOILO,TIGBAUAN,camote,bilog,g,120,cell pooled across sizes,5,0,0
ILOILO,TIGBAUAN,camote,small packs,g,187.5,cell pooled across sizes,6,0,0
ILOILO,TIGBAUAN,camote tops,bugkos,g,145,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,camote tops,bundle,g,192.5,cell pooled across sizes,8,0,0
ILOILO,TIGBAUAN,carrot,pieces or units,g,110,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,carrot,putos (mix vegetable),g,85,cell pooled across sizes,3,0,0
ILOILO,TIGBAUAN,chicken,bilog,g,1132.5,cell pooled across sizes,8,0,0
ILOILO,TIGBAUAN,chicken,pieces or units,g,670,cell pooled across sizes,4,0,0
ILOILO,TIGBAUAN,chicken,slice,g,225,item x unit (regional),11,0,0
ILOILO,TIGBAUAN,chicken,whole (chicken),g,1015,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,"crackers, cookies, buiscuits, chips/curls",pack,g,320,cell pooled across sizes,7,0,0
ILOILO,TIGBAUAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,35,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,"crackers, cookies, buiscuits, chips/curls",putos,g,60,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,450,cell pooled across sizes,7,0,0
ILOILO,TIGBAUAN,fresh fish,pieces or units,g,295,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,g,545,cell pooled across sizes,3,0,0
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,85,cell pooled across sizes,11,0,0
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",plastic cup,g,,,,,1
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,67.5,cell pooled across sizes,6,0,0
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,180,cell pooled across sizes,5,0,0
ILOILO,TIGBAUAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,680,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,1225,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,loaf bread,large packs,g,667.5,cell pooled across sizes,8,0,0
ILOILO,TIGBAUAN,loaf bread,medium packs,g,475,cell pooled across sizes,5,0,0
ILOILO,TIGBAUAN,loaf bread,small packs,g,385,cell pooled across sizes,3,0,0
ILOILO,TIGBAUAN,mango,pieces or units,g,135,cell pooled across sizes,3,0,0
ILOILO,TIGBAUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,255,cell pooled across sizes,9,0,0
ILOILO,TIGBAUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,265,cell pooled across sizes,8,0,0
ILOILO,TIGBAUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,210,cell pooled across sizes,5,0,0
ILOILO,TIGBAUAN,rice,salmon,g,405,cell pooled across sizes,3,0,0
ILOILO,TUBUNGAN,cabbage,pack,g,110,cell pooled across sizes,3,0,0
ILOILO,TUBUNGAN,cabbage,pieces or units,g,680,cell pooled across sizes,5,0,0
ILOILO,TUBUNGAN,camote tops,bugkos,g,220,cell pooled across sizes,3,0,0
ILOILO,TUBUNGAN,carrot,pieces or units,g,145,cell pooled across sizes,4,0,0
ILOILO,TUBUNGAN,chicken,bilog,g,1090,cell pooled across sizes,3,0,0
ILOILO,TUBUNGAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,cell pooled across sizes,3,0,0
ILOILO,TUBUNGAN,fresh fish,pieces or units,g,285,cell pooled across sizes,12,0,0
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,mL,,,,,1
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,110,cell pooled across sizes,9,0,0
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,cell pooled across sizes,9,0,0
ILOILO,TUBUNGAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,9,0,0
ILOILO,TUBUNGAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,9,0,0
ILOILO,TUBUNGAN,loaf bread,large packs,g,700,cell pooled across sizes,5,0,0
ILOILO,TUBUNGAN,loaf bread,medium packs,g,500,cell pooled across sizes,7,0,0
ILOILO,TUBUNGAN,loaf bread,small packs,g,400,cell pooled across sizes,5,0,0
ILOILO,TUBUNGAN,mango,pieces or units,g,235,cell pooled across sizes,5,0,0
ILOILO,TUBUNGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,200,cell pooled across sizes,3,0,0
ILOILO,TUBUNGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,8,0,0
ILOILO,TUBUNGAN,rice,salmon,g,422.5,cell pooled across sizes,4,0,0
ILOILO,ZARRAGA,cabbage,pack,g,135,province x item x unit,26,0,0
ILOILO,ZARRAGA,cabbage,pieces or units,g,690,cell pooled across sizes,15,0,0
ILOILO,ZARRAGA,camote tops,bugkos,g,172.5,cell pooled across sizes,4,0,0
ILOILO,ZARRAGA,carrot,pieces or units,g,115,cell pooled across sizes,5,0,0
ILOILO,ZARRAGA,chicken,bilog,g,1120,cell pooled across sizes,13,0,0
ILOILO,ZARRAGA,chicken,pieces of fried chicken,g,50,cell pooled across sizes,4,0,0
ILOILO,ZARRAGA,fresh fish,pieces or units,g,420,cell pooled across sizes,18,0,0
ILOILO,ZARRAGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,60,cell pooled across sizes,3,0,0
ILOILO,ZARRAGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
ILOILO,ZARRAGA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
ILOILO,ZARRAGA,loaf bread,large packs,g,640,cell pooled across sizes,6,0,0
ILOILO,ZARRAGA,loaf bread,medium packs,g,450,cell pooled across sizes,7,0,0
ILOILO,ZARRAGA,loaf bread,small packs,g,360,cell pooled across sizes,3,0,0
ILOILO,ZARRAGA,mango,pieces or units,g,180,cell pooled across sizes,4,0,0
ILOILO,ZARRAGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,cell pooled across sizes,8,0,0
ILOILO,ZARRAGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,11,0,0
ILOILO,ZARRAGA,rice,salmon,g,410,province x item x unit,21,0,0
NEGROS OCCIDENTAL,BINALBAGAN,cabbage,pieces or units,g,770,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,BINALBAGAN,camote tops,bugkos,g,317.5,province x item x unit,74,0,0
NEGROS OCCIDENTAL,BINALBAGAN,camote tops,bundle,g,405,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,BINALBAGAN,chicken,bilog,g,1095,province x item x unit,55,0,0
NEGROS OCCIDENTAL,BINALBAGAN,chicken,whole (chicken),g,985,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,BINALBAGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,60,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,BINALBAGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,120,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,BINALBAGAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,BINALBAGAN,loaf bread,large packs,g,640,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,BINALBAGAN,loaf bread,medium packs,g,450,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,BINALBAGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,245,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,CALATRAVA,cabbage,pieces or units,g,495,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,CALATRAVA,camote tops,bundle,g,252.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,CALATRAVA,carrot,pieces or units,g,85,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,CALATRAVA,chicken,whole (chicken),g,1150,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CALATRAVA,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,500,province x item x unit,8,0,0
NEGROS OCCIDENTAL,CALATRAVA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,110,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CALATRAVA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,CALATRAVA,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,CALATRAVA,loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,CALATRAVA,loaf bread,medium packs,g,405,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CALATRAVA,mango,pieces or units,g,300,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,CALATRAVA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,province x item x unit,38,0,0
NEGROS OCCIDENTAL,CALATRAVA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CANDONI,cabbage,pieces or units,g,600,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CANDONI,camote tops,bugkos,g,317.5,province x item x unit,74,0,0
NEGROS OCCIDENTAL,CANDONI,carrot,pieces or units,g,100,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CANDONI,chicken,bilog,g,1095,province x item x unit,55,0,0
NEGROS OCCIDENTAL,CANDONI,chicken,whole (chicken),g,1120,province x item x unit,65,0,0
NEGROS OCCIDENTAL,CANDONI,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CANDONI,fresh fish,pieces or units,g,342.5,province x item x unit,48,0,0
NEGROS OCCIDENTAL,CANDONI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,mL,110,item x unit (regional),26,0,0
NEGROS OCCIDENTAL,CANDONI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CANDONI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CANDONI,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,CANDONI,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CANDONI,loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,CANDONI,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CANDONI,loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,CANDONI,"prawns, lobster, shrimp",tumpok,g,230,province x item x unit,21,0,0
NEGROS OCCIDENTAL,CANDONI,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,province x item x unit,38,0,0
NEGROS OCCIDENTAL,CANDONI,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,239,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,CAUAYAN,cabbage,pieces or units,g,705,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CAUAYAN,camote,bilog,g,130,province x item x unit,38,0,0
NEGROS OCCIDENTAL,CAUAYAN,camote tops,bugkos,g,242.5,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,CAUAYAN,carrot,pieces or units,g,140,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CAUAYAN,chicken,pieces or units,g,380,item x unit (regional),108,0,0
NEGROS OCCIDENTAL,CAUAYAN,chicken,whole (chicken),g,1102.5,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,CAUAYAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,500,province x item x unit,10,0,0
NEGROS OCCIDENTAL,CAUAYAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,65,province x item x unit,27,0,0
NEGROS OCCIDENTAL,CAUAYAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CAUAYAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,CAUAYAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,CAUAYAN,loaf bread,large packs,g,650,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,CAUAYAN,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CAUAYAN,loaf bread,small packs,g,360,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CAUAYAN,"prawns, lobster, shrimp",tumpok,g,260,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,CAUAYAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),cabbage,pieces or units,g,460,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote,bilog,g,130,province x item x unit,38,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote tops,bugkos,g,640,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),carrot,pieces or units,g,140,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),chicken,bilog,g,1050,cell pooled across sizes,8,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),chicken,whole (chicken),g,1190,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),fresh fish,pieces or units,g,155,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,60,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,60,province x item x unit,12,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,72,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),loaf bread,large packs,g,450,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,province x item x unit,38,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,g,150,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,70,0,0
NEGROS OCCIDENTAL,HINIGARAN,cabbage,pieces or units,g,490,cell pooled across sizes,15,0,0
NEGROS OCCIDENTAL,HINIGARAN,camote,bilog,g,130,province x item x unit,38,0,0
NEGROS OCCIDENTAL,HINIGARAN,camote tops,bugkos,g,317.5,province x item x unit,74,0,0
NEGROS OCCIDENTAL,HINIGARAN,carrot,pieces or units,g,140,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,HINIGARAN,chicken,bilog,g,950,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,HINIGARAN,chicken,whole (chicken),g,1120,province x item x unit,65,0,0
NEGROS OCCIDENTAL,HINIGARAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,500,province x item x unit,8,0,0
NEGROS OCCIDENTAL,HINIGARAN,fresh fish,pieces or units,g,525,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,70,province x item x unit,19,0,0
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,20,0,0
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,31,0,0
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,mL,700,item x unit (regional),3,0,0
NEGROS OCCIDENTAL,HINIGARAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,72,0,0
NEGROS OCCIDENTAL,HINIGARAN,loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,HINIGARAN,loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,HINIGARAN,loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,HINIGARAN,mango,pieces or units,g,215,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,HINIGARAN,"prawns, lobster, shrimp",tumpok,g,230,province x item x unit,21,0,0
