geolocation,commodity,year,month,date,cpi
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,2,2024-02-01,132.8221106874940
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,3,2024-03-01,134.7991813697390
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,4,2024-04-01,146.1772555006540
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,5,2024-05-01,143.1415618034010
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,6,2024-06-01,139.1137690018910
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,7,2024-07-01,131.1602399530960
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,8,2024-08-01,143.6268598582870
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,9,2024-09-01,141.6498554413760
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,10,2024-10-01,142.1981016060840
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,11,2024-11-01,143.7541587447850
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,12,2024-12-01,147.1837610793190
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,1,2025-01-01,155.5138229774630
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,2,2025-02-01,146.2822818732250
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,3,2025-03-01,144.4764676701210
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,4,2025-04-01,144.1882944225880
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,5,2025-05-01,140.9855081878410
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,6,2025-06-01,139.3764328156390
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,7,2025-07-01,136.1259672500530
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,8,2025-08-01,138.2022200329790
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,9,2025-09-01,138.2022200329790
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,10,2025-10-01,139.0986252307530
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,11,2025-11-01,139.3034097863490
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,12,2025-12-01,137.1999974025740
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,1,2026-01-01,150.9385304376520
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,2,2026-02-01,149.4938790751690
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,3,2026-03-01,152.6749542010660
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,4,2026-04-01,140.8772426485500
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,5,2026-05-01,146.1423862115550
Aklan,01.1.3.6 - Other seafood preparations (ND),2023,12,2023-12-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,1,2024-01-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,2,2024-02-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,3,2024-03-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,4,2024-04-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,5,2024-05-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,6,2024-06-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,7,2024-07-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,8,2024-08-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,9,2024-09-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,10,2024-10-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,11,2024-11-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2024,12,2024-12-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,1,2025-01-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,2,2025-02-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,3,2025-03-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,4,2025-04-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,5,2025-05-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,6,2025-06-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,7,2025-07-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,8,2025-08-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,9,2025-09-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,10,2025-10-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,11,2025-11-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2025,12,2025-12-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2026,1,2026-01-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2026,2,2026-02-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2026,3,2026-03-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2026,4,2026-04-01,113.0274614869390
Aklan,01.1.3.6 - Other seafood preparations (ND),2026,5,2026-05-01,138.1446751507030
Aklan,01.1.6 - Fruits and nuts (ND),2023,12,2023-12-01,134.6000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,1,2024-01-01,143.1000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,2,2024-02-01,139.8000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,3,2024-03-01,140.4000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,4,2024-04-01,137.1000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,5,2024-05-01,135.8000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,6,2024-06-01,132.7000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,7,2024-07-01,130.9000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,8,2024-08-01,131.3000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,9,2024-09-01,135.0000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,10,2024-10-01,138.1000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,11,2024-11-01,139.6000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2024,12,2024-12-01,144.0000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,1,2025-01-01,145.6000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,2,2025-02-01,142.7000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,3,2025-03-01,142.8000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,4,2025-04-01,144.3000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,5,2025-05-01,145.2000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,6,2025-06-01,137.6000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,7,2025-07-01,138.3000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,8,2025-08-01,149.3000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,9,2025-09-01,151.8000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,10,2025-10-01,149.4000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,11,2025-11-01,157.8000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2025,12,2025-12-01,161.9000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2026,1,2026-01-01,160.9000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2026,2,2026-02-01,161.4000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2026,3,2026-03-01,167.5000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2026,4,2026-04-01,166.0000000000000
Aklan,01.1.6 - Fruits and nuts (ND),2026,5,2026-05-01,172.5000000000000
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2023,12,2023-12-01,112.9788461697800
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,1,2024-01-01,107.8487231713740
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,2,2024-02-01,110.9695479954040
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,3,2024-03-01,119.2062454761780
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,4,2024-04-01,122.7688308917380
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,5,2024-05-01,125.8896557157680
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,6,2024-06-01,128.1127090150780
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,7,2024-07-01,127.1240306052830
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,8,2024-08-01,122.6779240066640
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,9,2024-09-01,115.0967422423530
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,10,2024-10-01,104.6369914622690
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,11,2024-11-01,104.8649969288650
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,12,2024-12-01,114.2132210592940
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,1,2025-01-01,114.8829871174190
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,2,2025-02-01,114.4269761842280
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,3,2025-03-01,113.9852155926980
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,4,2025-04-01,116.4362743586030
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,5,2025-05-01,117.9895615997870
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,6,2025-06-01,117.3340458833240
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,7,2025-07-01,110.2088750522050
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,8,2025-08-01,151.1979298815990
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,9,2025-09-01,151.9586028247990
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,10,2025-10-01,120.7586896433860
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,11,2025-11-01,128.8141566906970
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,12,2025-12-01,130.4849329203460
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,1,2026-01-01,135.0587776327980
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,2,2026-02-01,137.4158169550170
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,3,2026-03-01,145.8576336942930
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,4,2026-04-01,149.1699608690090
Aklan,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,5,2026-05-01,164.1084614119000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2023,12,2023-12-01,154.3000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,1,2024-01-01,153.8000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,2,2024-02-01,148.2000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,3,2024-03-01,132.9000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,4,2024-04-01,130.7000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,5,2024-05-01,126.4000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,6,2024-06-01,145.5000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,7,2024-07-01,151.3000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,8,2024-08-01,151.1000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,9,2024-09-01,134.3000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,10,2024-10-01,138.8000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,11,2024-11-01,145.2000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,12,2024-12-01,143.9000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,1,2025-01-01,159.7000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,2,2025-02-01,143.9000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,3,2025-03-01,128.6000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,4,2025-04-01,118.8000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,5,2025-05-01,128.0000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,6,2025-06-01,129.1000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,7,2025-07-01,127.0000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,8,2025-08-01,172.9000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,9,2025-09-01,173.6000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,10,2025-10-01,170.3000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,11,2025-11-01,170.2000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,12,2025-12-01,181.1000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,1,2026-01-01,182.2000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,2,2026-02-01,177.6000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,3,2026-03-01,173.3000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,4,2026-04-01,156.7000000000000
Aklan,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,5,2026-05-01,165.3000000000000
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2023,12,2023-12-01,151.7670880802860
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,1,2024-01-01,148.4678722926810
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,2,2024-02-01,139.9676352125480
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,3,2024-03-01,137.0450215726560
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,4,2024-04-01,142.6566112040000
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,5,2024-05-01,142.7909262798670
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,6,2024-06-01,149.4792901702370
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,7,2024-07-01,149.3833099476720
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,8,2024-08-01,145.6320565867820
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,9,2024-09-01,141.3085563092880
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,10,2024-10-01,150.0454866468060
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,11,2024-11-01,161.5603659276870
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,12,2024-12-01,155.6449607547230
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,1,2025-01-01,157.0432515505180
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,2,2025-02-01,149.4627264392470
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,3,2025-03-01,138.7222535004850
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,4,2025-04-01,141.8233594105740
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,5,2025-05-01,157.2375502592970
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,6,2025-06-01,153.5933424338780
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,7,2025-07-01,149.8865361690390
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,8,2025-08-01,175.8329507237480
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,9,2025-09-01,174.1719790679170
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,10,2025-10-01,167.4944095807000
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,11,2025-11-01,165.4222483282690
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,12,2025-12-01,169.6451301787620
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,1,2026-01-01,182.6271474641410
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,2,2026-02-01,179.3232243397750
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,3,2026-03-01,178.5696238692470
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,4,2026-04-01,172.0763124704880
Aklan,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,5,2026-05-01,165.4423248157960
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2023,12,2023-12-01,112.2732941927590
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,1,2024-01-01,115.5287117093160
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,2,2024-02-01,128.9823088093400
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,3,2024-03-01,110.2693992438300
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,4,2024-04-01,102.9288237544180
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,5,2024-05-01,97.2936006685870
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,6,2024-06-01,129.5668389658930
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,7,2024-07-01,141.3439608391150
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,8,2024-08-01,143.6725938429270
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,9,2024-09-01,112.4399496354100
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,10,2024-10-01,112.1905758312890
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,11,2024-11-01,139.2494301119420
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,12,2024-12-01,137.7877634090530
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,1,2025-01-01,162.2137582178220
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,2,2025-02-01,127.1816103047030
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,3,2025-03-01,104.4779449811140
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,4,2025-04-01,89.7366833658341
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,5,2025-05-01,95.9636245767002
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,6,2025-06-01,100.3978758336000
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,7,2025-07-01,98.7959284558761
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,8,2025-08-01,155.6618073108890
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,9,2025-09-01,155.8779421097310
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,10,2025-10-01,153.8757471034860
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,11,2025-11-01,152.6838962566680
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,12,2025-12-01,164.0035025285040
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,1,2026-01-01,177.3776386423520
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,2,2026-02-01,174.7507099817920
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,3,2026-03-01,169.0888983332670
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,4,2026-04-01,135.1571729624720
Aklan,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,5,2026-05-01,161.1797470091660
Aklan,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2023,12,2023-12-01,129.4216436962520
Aklan,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,1,2024-01-01,168.1065138990640
Aklan,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,2,2024-02-01,168.6065966743080
